"ID";"COMPANYTYPECATALOGID";"COMPANYTYPECODE";"SHORTNAME";"NAME"
17960;100;"P";"PRACTOMED";"Practomed GmbH C/O Lebenshilfe Lörrach"
17961;100;"P";"NATURAL ELEMENTS";"Natural Elements AG"
17963;100;"P";"NOVACUTAN";"Novacutan Frau Hartung"
17965;100;"P";"LOPA MED";"Lopamed Pharmafood GmbH"
17966;100;"P";"HANSE HANDELSKONTOR";"Hanse Handelskontor Stralsund GmbH"
17970;100;"P";"VITMO";"Vitmo GmbH"
17972;100;"P";"GRAMM MEDICAL";"Gramm Medical Healthcare GmbH"
17973;100;"P";"EGH-PHARM";"Egh-Pharm"
17974;100;"P";"ALTE APOTHEKE";"Alte Apotheke Inh. H. J. Bungert E.K."
17975;100;"P";"SIDDHALEPA AYURVEDA";"Siddhalepa Ayurveda GmbH"
17976;100;"P";"OMNIA PRO MEDICO";"Omnia Pro Medico GmbH"
17978;100;"P";"HERBA ANIMA";"Herba Anima GmbH"
17980;100;"P";"SCHUG MEDICAL";"Schug Medical GmbH"
17981;100;"P";"XIOMEDICS";"Xiomedics Medizintechnik GmbH"
17982;100;"P";"CREVIL COSMETICS";"Crevil Cosmetics GmbH"
17983;100;"P";"TESTOPLEX";"Testoplex Inc."
17987;100;"P";"ALLERGO NATUR";"Allergo Natur Deutschland GmbH"
17988;100;"P";"SHIINICE COSMETICS";"Shiinice Cosmetics Bei Apotheke Im Hauptbahnhof"
17990;100;"P";"CHEM TOOLS";"Chem-Tools GmbH Chemotechnische Erzeugnisse"
17992;100;"P";"HORN MEDICAL PRODUCING";"Horn Medical Producing & Trading GmbH"
17993;100;"P";"MANGOSTAN";"Mangostan - Gold Ltd. & Co. KG"
17995;100;"P";"ALBRECHT GMBH";"Albrecht GmbH"
17997;100;"P";"ZANTOMED";"Zantomed GmbH"
17999;100;"P";"DUISBERG";"Duisberg Production"
18000;100;"P";"NATIM HANDELS";"Natim Handels GmbH"
18001;100;"P";"VOLOPHARM";"Volopharm GmbH Deutschland"
18002;100;"P";"CURASKIN MEDIKOSMETIK";"Curaskin Medikosmetik"
18003;100;"P";"NUDISCHER MEDCOMPANY";"Nudischer Medcompany"
18006;100;"P";"NEWCOS";"Newcos GmbH"
18007;100;"P";"MEDIPLAST AB";"Mediplast Ab"
18009;100;"P";"SKINCEUTICALS";"Cosmetique Active Deutschland GmbH Geschäftsbereich Skinceuticals"
18012;100;"P";"KEDDO";"Dr. Keddo GmbH"
18013;100;"P";"LOWOLF";"Lowolf GmbH"
18014;100;"P";"CHRISAL";"Chrisal Nv"
18017;100;"P";"NANOREPRO";"Nanorepro AG"
18018;100;"P";"STADSAPOTHEEK";"Stadsapotheek B.V."
18020;100;"P";"MULTISANA";"Multisana GmbH"
18021;100;"P";"MARISELA GUND";"Marisela Diaz-Escobar De Gund"
18022;100;"P";"AURELIASAN";"Aureliasan GmbH"
18024;100;"P";"C.R. MEDIEN";"C.R. Medien GmbH"
18028;100;"P";"BODYWISE";"Bodywise (Uk) Ltd"
18032;100;"P";"AWENAR PHARMA";"Awenar Pharma Solutions"
18034;100;"P";"AP NENNO MED.TECH.";"Ap Nenno Medizintechnik GmbH"
18035;100;"P";"SELNOVA PHARMA";"Selnova Pharma GmbH"
18036;100;"P";"BATTERIEN-LENZ";"Batterien-Spezialgroßhandlung G. Lenz Inh.: Michael Manthe E.K."
18037;100;"P";"CREMILK";"Cremilk GmbH"
18038;100;"P";"Labo.Diepharmex";"Labo.Diepharmex"
18041;100;"P";"DAVITAS";"Davitas GmbH"
18042;100;"P";"AAR EDITION";"Aar Edition Deutschland"
18043;100;"P";"BALTIC SEE";"Baltic See GmbH"
18045;100;"P";"FRIBAMED GMBH";"Fribamed GmbH"
18046;100;"P";"FITNESSHOTLINE";"Fitnesshotline GmbH"
18048;100;"P";"SUKAMIN";"Sukamin Susanne Mörsch-Minas"
18053;100;"P";"BEYCODENT";"Beycodent GmbH"
18054;100;"P";"IVOCLAR /ABT. KOSMETIK";"Ivoclar Vivadent GmbH Abteilung Kosmetika"
18058;100;"P";"DOMETRA";"Dometra GmbH & Co. KG"
18061;100;"P";"MODELLIA KARL HOFMAN";"Modellia Karl Hofmann GmbH & Co."
18063;100;"P";"POLAR ELECTRO";"Polar Electro GmbH Deutschland"
18064;100;"P";"M P I PHARMACEUTICA";"M.P.I. Pharmaceutica GmbH"
18065;100;"P";"MV-VERSAND";"Mv-Versand Homöopathieversand München"
18066;100;"P";"NOVATOP";"Novatop Inhaberin S.J. Vogt"
18067;100;"P";"999ENERGY";"999energy Manfred Ludwig"
18069;100;"P";"I.S.T. GMBH";"I.S.T. Intensiv-Service-Team GmbH"
18070;100;"P";"OROCHEMIE";"Orochemie GmbH + Co. KG"
18071;100;"P";"SITBACK P. GUENTHER";"Sitback Peter Günther"
18072;100;"P";"NATUKO VERSAND";"Natuko Versand"
18073;100;"P";"SMAXX SPORTS";"Smaxx Sports Kg"
18074;100;"P";"SIGVARIS";"Sigvaris GmbH"
18075;100;"P";"ASSIST";"Assist GmbH"
18077;100;"P";"AUGEN-VITAL MAEURER";"Augen-Vital Mäurer GmbH"
18079;100;"P";"URIFOON PLASWEKKER";"Urifoon Plaswekker Inh. Brigitte Weber"
18080;100;"P";"I+M NATURKOSMETIK";"I+M Naturkosmetik Berlin GmbH"
18081;100;"P";"JUKA COSMETIC";"Juka Cosmetic AG"
18083;100;"P";"EPP & CO.";"Epp & Co. Inhaber Alfred Epp"
18084;100;"P";"NELSONS";"Nelsons GmbH"
18085;100;"P";"MEDSPORTIV";"Medsportiv GmbH"
18087;100;"P";"ACTIV CARE TRANSCON";"Activ Care Transcon GmbH"
18088;100;"P";"ERWIN KOWSKY";"Fabrikation Orthop. Hilfsmittel Erwin Kowsky GmbH&Co. KG"
18089;100;"P";"SANOFLORE";"Cosmetique Active Deutschland GmbH Geschäftsbereich Sanoflore"
18090;100;"P";"FAIRVITAL";"Fairvital B. V."
18091;100;"P";"BAEREN APOTHEKE";"Bären-Apotheke"
18094;100;"P";"SWISSDERM";"Swissderm AG"
18097;100;"P";"EL-COMP";"El-Comp"
18098;100;"P";"POLYARTHROS";"Polyarthros Inhaber Yannick Sascha Dominik Illmer"
18100;100;"P";"APOTHEKE DR. BECK";"Apotheke Dr. Beck"
18102;100;"P";"KLEVER";"F.W. Klever GmbH Chem.-Pharm.Fabrik"
18103;100;"P";"HEGOS";"Hegos GmbH"
18104;100;"P";"WILLY PENZEL";"Willy Penzel Handels-U.Vertiebs- GmbH & Co. KG"
18105;100;"P";"ST.HIPPOLYT MUEHLE";"St. Hippolyt Mühle Ebert GmbH"
18108;100;"P";"MEDIMARKT";"Medi-Markt Medizintechnik Vertriebs GmbH"
18109;100;"P";"INNOSAN";"Innosan GmbH"
18111;100;"P";"Coryt";"Coryt GmbH & Co. KG"
18112;100;"P";"MOLTOPLAST";"Moltoplast GmbH"
18114;100;"P";"HBC / BAAR";"Hbc & Spa Intern. GmbH"
18115;100;"P";"DERMAMEDIX";"Dermamedix Markus Halfpap"
18116;100;"P";"IMPERIAL FEET";"Imperial Feet Bv"
18117;100;"P";"PHARMOXID";"Pharmoxid Arznei- GmbH & Co. KG"
18118;100;"P";"MOONCUP";"Mooncup Ltd."
18120;100;"P";"DERMOSAN";"Dermosan GmbH"
18121;100;"P";"KLINIPHARM";"Klinipharm GmbH"
18122;100;"P";"MOELAB";"Mölab GmbH"
18123;100;"P";"Sanctus GmbH";"Sanctus GmbH"
18126;100;"P";"STYX NATUR";"Styx Naturcosmetics GmbH"
18127;100;"P";"MED-O-TEST";"Med-O-Test GmbH&Co. KG"
18128;100;"P";"MEDICAL EQUIPMENT";"Medical Equipment Jochen Spicker GmbH"
18129;100;"P";"MEDITA";"Medita Handel GmbH"
18130;100;"P";"TAUREON/LIENEN";"Taureon GmbH"
18131;100;"P";"BJH NATUR-U.RESONANZ";"Bjh Natur-Und Resonanzforschung AG"
18132;100;"P";"SANELLE";"Sanelle GmbH"
18137;100;"P";"WEBLOGISTICS";"Weblogistics S.L."
18138;100;"P";"SEEWALD OTC";"Seewald Otc Produktion Und Entwicklung GmbH"
18139;100;"P";"GENOLYTIC";"Genolytic GmbH Molekularbiologische Diagnostik"
18140;100;"P";"DOCCHECK SHOP";"Doccheck Shop GmbH Medizinbedarf U. Logistik GmbH"
18141;100;"P";"GATAPEX MEDICAL";"Gatapex Medical Ltd."
18142;100;"P";"KS FORMTEILE";"Ks Formteile"
18143;100;"P";"PHYSIOMED";"Physiomed Elektromedizin AG"
18148;100;"P";"DOPPLER";"Doppler Health GmbH"
18149;100;"P";"DR. SCHAER";"Dr. Schär Deutschland GmbH"
18151;100;"P";"MEDUTEK";"Medutek Handelsgesellschaft Für Medizintechnik Mbh & Co. KG"
18153;100;"P";"WELLAND MEDICAL";"Welland Medical Ltd"
18154;100;"P";"VITAFOSAN";"Vitafosan Gbr"
18157;100;"P";"PHARM NET";"Pharm-Net AG"
18158;100;"P";"FIDDIAM";"Fiddiam Sa"
18159;100;"P";"AKUPUNKTURNAD. WANDREY";"Wandrey GmbH"
18160;100;"P";"PIT";"Pit Süßwaren Hoffmann GmbH & Co. KG"
18162;100;"P";"STATEX";"Statex Produktions- Und Vertriebs GmbH"
18164;100;"P";"HANS KNIEBES";"Hans Kniebes GmbH"
18165;100;"P";"SENSOLI";"Sensoli Ltd. C/O Absolute Aromas Ltd."
18167;100;"P";"NATUMIN PHARMA";"Natumin Pharma GmbH"
18169;100;"P";"MENKEMED";"Menkemed GmbH"
18170;100;"P";"DELTA T";"Delta T Gesellschaft Für Medizintechnik Mbh"
18173;100;"P";"NATURSPIRUVITAL";"Naturspiruvital"
18175;100;"P";"KAMED MEDIZINTECHNIK";"Kamed Medizintechnik Hubertus Twyhues E.K."
18178;100;"P";"HULKA";"Hulka S.R.L."
18179;100;"P";"INTERMEDICA";"Intermedica GmbH"
18180;100;"P";"BINAMED MOLL";"Binamed Moll GmbH"
18181;100;"P";"JAGUARA";"Jaguara S.R.O."
18182;100;"P";"KLOTZ LABS";"Klotz Labs Kosmetikmanufaktur GmbH"
18183;100;"P";"tri.balance base products";"tri.balance base products"
18184;100;"P";"KETS";"Kets GmbH"
18186;100;"P";"R.O.C.S. TRADING";"R.O.C.S. Trading GmbH"
18187;100;"P";"KNOSPA";"Knospa GmbH & Co. KG"
18189;100;"P";"CUMDENTE";"Cumdente GmbH"
18191;100;"P";"DARCO";"Darco (Europe) GmbH"
18192;100;"P";"PRECUR";"Precur GmbH"
18193;100;"P";"STRUMPFWERK LINDNER";"Strumpfwerk Lindner GmbH"
18195;100;"P";"FEIN U NATURKOST";"Fein-Und Naturkost GmbH"
18196;100;"P";"SOLUTIONS VERTRIEBS";"Solutions Vertriebs GmbH"
18197;100;"P";"CHAMPIGNONZUCHT";"Champignonzucht Roland Münzner"
18200;100;"P";"ASSKEA";"Asskea Medizintechnik GmbH"
18202;100;"P";"REBLU";"Reblu GmbH"
18203;100;"P";"NATURKRAFTWERKE";"Naturkraftwerke Antonius Conte & Partner"
18205;100;"P";"BIONECS";"Bionecs GmbH"
18206;100;"P";"TS PRODUCTS";"Ts Products"
18207;100;"P";"IMS INSPIRED MEDICAL";"I.M.S. GmbH Inspired Medical Systems"
18209;100;"P";"JALA NETI";"Jala Neti Ltd. & Co. KG"
18210;100;"P";"ARGANPUR";"Arganpur GmbH"
18214;100;"P";"NADJA MAYRHOFER";"Nadja Mayrhofer Goldkraft Trading"
18218;100;"P";"HYDROTECH STRAUSBERG";"Hydrotech Strausberg GmbH & Co. KG"
18220;100;"P";"HELIOPHARM";"Heliopharm B.V"
18222;100;"P";"SCHLAF-LADEN";"Schlaf-Laden Michael Schäfer"
18223;100;"P";"REININGER";"Reininger AG"
18224;100;"P";"RAPHAEL APOTHEKE";"Raphael-Apotheke"
18225;100;"P";"HANDELSHAUS DITTMANN";"Handelshaus Dittmann GmbH"
18228;100;"P";"EYEWEAR";"Eyewear Prime GmbH"
18229;100;"P";"VBK GDBR";"Vbk Gdbr"
18230;100;"P";"HCA HEALTH CARE ALTONA";"Hca - Health Care Altona Pharma GmbH"
18234;100;"P";"TRAVEL BLUE";"Travel Blue GmbH"
18236;100;"P";"GML GERMAN MED.LASER";"Gml German Medical Laser GmbH"
18238;100;"P";"GAUMEX";"Gaumex Stefan Imielski"
18239;100;"P";"CARDIMAC";"Cardimac GmbH"
18242;100;"P";"TRICON MED";"Triconmed GmbH"
18243;100;"P";"BIOCHEM BERNBURG";"Biochem Bernburg GmbH"
18246;100;"P";"CHINA VITA";"China / Vitalmed"
18247;100;"P";"ALCA MOBIL";"Alca Mobil Logistis + Services GmbH"
18249;100;"P";"DELTA MED";"Delta Med GmbH & Co. KG"
18252;100;"P";"SEGUFIX";"Segufix-Bandagen Das Humane System GmbH & Co. KG"
18254;100;"P";"ENTTEX";"Enttex GmbH"
18255;100;"P";"AUBREY-ORGANICS";"Aubrey-Organics GmbH"
18257;100;"P";"DR. ZIPPELIUS";"Dr. Zippelius S.R.L. Unipersonale"
18261;100;"P";"APOTH AM ZOLL/HBG";"Apotheke Am Zoll Andres Bittner"
18266;100;"P";"SUN VERTRI";"Sun-Vertrieb GmbH"
18268;100;"P";"WATER-JEL EUROPE";"Water-Jel Europe Llp"
18270;100;"P";"PharmaSGP GmbH";"PharmaSGP GmbH"
18271;100;"P";"NICAPUR";"Nicapur GmbH & Co. KG"
18272;100;"P";"NAL VON MINDEN";"nal von minden GmbH"
18274;100;"P";"TETROBREATH";"Tetrobreath GmbH"
18275;100;"P";"Aivimed GmbH";"Aivimed GmbH medizinische Optik"
18276;100;"P";"GENOVIA";"Genovia GmbH"
18281;100;"P";"MEDITRADE MEDICAL";"Meditrade Medical Trading GmbH"
18283;100;"P";"LCA PHARMACEUTICAL";"Lca Pharmaceutical"
18285;100;"P";"DEVICE-SERVICE-POINT";"Device-Service-Point"
18286;100;"P";"VAROX";"Varox Kg"
18287;100;"P";"DIRECT BEAUTY PROD.";"Direct Beauty Prod.E.K"
18289;100;"P";"NU LIFE ENTERPRISE";"Nu Life Enterprise Ltd. & Co. Vertriebs Kg"
18291;100;"P";"ECOSANA MEDIZINPROD";"Ecosana Medizinprodukte GmbH"
18292;100;"P";"TERRA MUNDO";"Terra Mundo GmbH"
18293;100;"P";"AIR LIQUIDE";"Air Liquide Medical Systems S.R.L."
18296;100;"P";"SEVEN DAYS COSMETIC";"Seven Days Cosmetic GmbH"
18297;100;"P";"LAROME AROMATHERAPIE";"Larome Aromatherapie"
18299;100;"P";"SECRET OF HEALTH";"Secret Of Health Ltd."
18300;100;"P";"CIRRUS HEALTHCARE";"Cirrus Healthcare Products"
18303;100;"P";"LIFE PREVENT";"Life Prevent GmbH"
18305;100;"P";"BNS BERGAL";"Bns Bergal Nico & Solitaire Vertriebs GmbH"
18306;100;"P";"NEUSEELANDHAUS";"Neuseelandhaus GmbH"
18310;100;"P";"FISCHER & SOHN";"Fischer & Sohn Gbr"
18312;100;"P";"MEDICHEMIA";"Medichemia GmbH"
18315;100;"P";"KNOBIVITAL NATUR GMBH";"Knobivital Naturheilmittel GmbH"
18319;100;"P";"DERMIKON";"Dermikon GmbH"
18320;100;"P";"PRO VIGO";"Olaf Strathe Pro Vigo Vertriebs- Und Beteiligungsgesellschaft"
18321;100;"P";"LABORIE GERMANY";"Laborie Germany Holdings GmbH"
18323;100;"P";"CARELINE";"Careline Kg"
18325;100;"P";"DE CRIGNIS";"De Crignis GmbH & Co. KG Edle Kosmetik"
18328;100;"P";"KLOSTER-PHARMA";"Kloster-Pharma Consulting Rr GmbH"
18332;100;"P";"MENTALTRAINING BECKE";"Mentaltraining-Beckers GmbH"
18335;100;"P";"MAKANA";"Makana Produktion U. Vertrieb GmbH"
18336;100;"P";"MAMMUT PHARMA";"Mammut Pharma GmbH"
18337;100;"P";"LOEWEN APOTH/LUEBECK";"Löwen Apotheke"
18338;100;"P";"MAIENFELSER NATURKOSM";"Maienfelser Naturkosm."
18339;100;"P";"WULFF";"Wulff GmbH"
18344;100;"P";"MOMUNDO";"Momundo GmbH"
18346;100;"P";"TARA COSMETICS";"Tara Cosmetics GmbH"
18348;100;"P";"BAYERISCHES STAATSMI";"Bayerisches Staatsministerium Für Gesundheit Und Pflege Herrn Gert Bernscher"
18349;100;"P";"AF VITAL";"Af-Vital Aktiv+Fit Christa Schultz E.K."
18350;100;"P";"DR. J. HAENSLER";"Dr. J. Hänsler GmbH"
18352;100;"P";"PURAX / SALZBURG";"Purax International GmbH"
18353;100;"P";"MIC Medical Instruments Corporation GmbH";"MIC Medical Instruments Corporation GmbH"
18355;100;"P";"COSMOS ALKOHOLTESTER";"Cosmos Alkoholtester GmbH"
18359;100;"P";"DST";"Dst Diagnost.Syst. GmbH"
18361;100;"P";"LEMON PHARMA";"Lemon Pharma GmbH & Co. KG"
18364;100;"P";"DLINE";"Dline GmbH"
18366;100;"P";"STEVIA";"Stevia Germany GmbH & Co. KG"
18368;100;"P";"SANOVIEL";"Sanoviel E.K. Diät-& Pharmaka-Produkte"
18370;100;"P";"MEDIMEX";"Medimex GmbH"
18371;100;"P";"APOTHEKEN MARKETING";"Apotheken Marketingpartner AG"
18372;100;"P";"LECO";"Leco System Marketing GmbH"
18373;100;"P";"UHLAND-APOTHEKE";"Uhland-Apotheke Dr. Rainer Hörnlein E.K."
18374;100;"P";"RETIPALM";"Retipalm GmbH"
18375;100;"P";"LANGE LM";"Lange-Lm GmbH & Co. KG C/O L-M Kg Pharma"
18376;100;"P";"OPHTHALMO Pro";"OPHTHALMO Pro GmbH"
18377;100;"P";"EAKIN";"Eakin GmbH"
18380;100;"P";"HEDENKAMP";"C. Hedenkamp GmbH & Co. KG"
18383;100;"P";"GEORG ROESNER";"Georg Rösner Vertriebs GmbH"
18384;100;"P";"J.RETTENMAIER & SOEHNE";"J. Rettenmaier & Söhne GmbH + Co. KG"
18385;100;"P";"MUCKEL";"Muckel Naturprodukte GmbH"
18386;100;"P";"FIT1-24 LORIMER";"Roland Lorimer Fit 124"
18387;100;"P";"PSORIASUM";"Psoriasum Deutschland Ug"
18388;100;"P";"MOBILITAS HEALTH";"Mobilitas Health Group Forschungs- U. Vertriebs GmbH"
18390;100;"P";"KASA COSMETICS";"Kasa Cosmetics Karl Henrich"
18392;100;"P";"O ZOO";"O' Zoo GmbH"
18395;100;"P";"VITA NATURA / BONN";"Vita Natura GmbH & Co. KG"
18396;100;"P";"MARITA REIMANN";"Versandbüro Marita Reimann"
18397;100;"P";"AYDON";"Aydon E. K."
18401;100;"P";"H3D";"H3d Sas"
18403;100;"P";"GENOLINE";"Genoline A.Gatzweiler"
18407;100;"P";"FIGURIL";"Figuril Markus Schlechtriemen"
18408;100;"P";"ORGANICVET";"Organicvet GmbH"
18409;100;"P";"BIOTRADE";"Biotrade GmbH"
18410;100;"P";"HANDEL KUNZE";"Handelsvertretung Kunze"
18411;100;"P";"JUVENTA HEALTHCARE";"Juventa Healthcare E.K."
18412;100;"P";"AQUAPHARM";"Aquapharm Health & Nutrition GmbH"
18415;100;"P";"PORTAMARE";"Portamare GmbH"
18417;100;"P";"TENGLER DRUCK";"Tengler Druck GmbH"
18419;100;"P";"FRANK SPORTSWEAR";"Frank Sportswear Inh. Marcel Frank E.K."
18421;100;"P";"TAKE CAIR UG";"Take Cair Ug (Haftungsbeschränkt)"
18422;100;"P";"PROGAL";"Progal GmbH"
18424;100;"P";"BAMBERGER WELLNESS";"Bamberger-Wellness GmbH"
18428;100;"P";"INGE PRODUCTS";"Inge Products Inge Lochbihler"
18436;100;"P";"ANKUBERO";"Ankubero GmbH"
18437;100;"P";"CCS GERMANY";"Ccs Germany GmbH"
18438;100;"P";"HEALTH STYLE";"Health Style Sarl"
18439;100;"P";"BIOFORM";"Bioform - A. Kuerner"
18440;100;"P";"AKTIV NATURHEILMITT";"Aktiv Naturheilmittel Wolfgang Stickling"
18441;100;"P";"LESCHI";"Leschi GmbH"
18444;100;"P";"GLNP";"Glnp Life Sciences B.V"
18445;100;"P";"L.C. PLIWA";"L.C. Pliwa Ljubomir Cugurovic E. Kfm."
18449;100;"P";"ST ROCHUS";"St.Rochus-Apotheke Albrecht Binder E.K"
18450;100;"P";"AKTIV LIFE SPORT";"Aktiv Life Sport Und Wellness GmbH"
18451;100;"P";"biviax";"biviax GmbH & Co. KG"
18453;100;"P";"ORIPAN DEUTSCHLAND";"Oripan Deutschland Gbr"
18454;100;"P";"FYSIOTAPE";"Fysiotape B.V."
18457;100;"P";"GRANATA";"Granata GmbH & Co. KG"
18458;100;"P";"MEDIVIS";"Medivis Ug (Haftungsbeschränkt)"
18459;100;"P";"NUTRAMIN";"Nutramin B.V."
18460;100;"P";"WACH U. SAROSIEK";"Dr. B. Wach Und J. Sarosiek Gbr"
18461;100;"P";"PERVORMANCE";"Pervormance International GmbH"
18462;100;"P";"HBI EUROPE";"Hbi Europe GmbH"
18463;100;"P";"MSS";"Mss E.K."
18465;100;"P";"BIOCON";"Biocon Medizintechnik GmbH"
18466;100;"P";"BIORADIX";"Bioradix Nv B+Pharma"
18467;100;"P";"WILAMED";"Wilamed GmbH Medizinische Geräte Und Zubehör"
18469;100;"P";"QUARKPACK";"Quarkpack GmbH"
18470;100;"P";"MAHNAZ BIO";"Mahnaz Biomedicals GmbH Inh. Mahnaz Hagen-Frerichs"
18472;100;"P";"EURO NUTRADOR";"Euro Nutrador B.V."
18473;100;"P";"HANDELSVERMITT.CICOARE";"Handelsvermittlung Herta Stein-Cicoare Herta Anna Maria Stein-Cicoare"
18476;100;"P";"BIOSALUD Y ECOLOGIA";"Biosalud Y Ecologia S.A."
18478;100;"P";"TIGA-MED";"Tiga-Med Deutschland GmbH"
18481;100;"P";"DESEN EUROPE";"Desen Europe GmbH"
18482;100;"P";"EKS";"Eks Eduard Kühnert GmbH"
18484;100;"P";"IMMING & THEISS";"Imming & Theiss GmbH"
18487;100;"P";"MERETE MEDICAL";"Merete GmbH"
18489;100;"P";"LEBLANG";"Leblang GmbH"
18491;100;"P";"GONADOSAN DISTRIBUTION";"Gonadosan Distribution GmbH"
18493;100;"P";"CUREA";"Curea Medical GmbH"
18494;100;"P";"LIFE-QUELL";"Life-Quell GmbH & Co. KG"
18497;100;"P";"PHYSIOTHERM";"Physiotherm GmbH. Deutschland"
18498;100;"P";"MYLAN TEORANTA";"Mylan Teoranta"
18499;100;"P";"BIOSOFT LABOR";"Biosoft-Labor Kalmavit-Vertrieb"
18500;100;"P";"HORMOCENTA";"Hormocenta Kosmetik GmbH"
18502;100;"P";"BEST SERVICE";"Best Service Company Arndt Wulf Peer Wille"
18504;100;"P";"RAAD ALGEN";"Raad Algen E.K."
18505;100;"P";"ALLDENTAL";"Alldental Deutschland GmbH"
18506;100;"P";"HELLMUT RUCK";"Hellmut Ruck GmbH"
18507;100;"P";"VERACUS";"Veracus GmbH"
18510;100;"P";"DOCTOR DUVE MEDICAL";"Doctor Duve Medical Skin Care GmbH"
18511;100;"P";"ICEBERG";"Iceberg.De Vitalmedizin Und Neue Medien GmbH & Co. KG"
18513;100;"P";"PHILMED";"Philmed Gesundheit GmbH"
18514;100;"P";"ALPREVENT";"Alprevent GmbH"
18518;100;"P";"DIE BAECKER-BRUEDER";"Die Bäcker-Brüder Alfons Und Franz Neumeier Gbr"
18520;100;"P";"HANDEL. VAN DER LOOP";"Handelsonderneming Van Der Loop"
18522;100;"P";"MHS";"Mhs Medizinalhandel Strausberg GmbH & Co. KG"
18524;100;"P";"PRODENA REHA";"Prodena Reha Medizinprodukte Ug (Haftungsbeschränkt)"
18525;100;"P";"KIMETEC";"Kimetec GmbH"
18526;100;"P";"PATZ";"Patz GmbH Medizintechnik"
18527;100;"P";"WIRA GMBH /PULHEIM";"Wira GmbH Vertrieb Pharmazeutischer Präparate"
18530;100;"P";"NATURWOHL PHARMA";"Naturwohl Pharma GmbH"
18532;100;"P";"BODYMED";"Bodymed AG"
18533;100;"P";"OXENTIS";"Oxentis GmbH"
18535;100;"P";"BLACK BEAR";"Black Bear GmbH"
18536;100;"P";"BGT";"Bgt-Gesundheitsprodukte GmbH"
18540;100;"P";"WELLNEST INTERNATIONAL";"Wellnest International Ltd"
18543;100;"P";"HECH EUROPE";"Hech Europe GmbH"
18544;100;"P";"VITIS TRAUBENKERN";"Vitis Traubenkern GmbH"
18547;100;"P";"MEDICOHYL";"Medicohyl Pharma GmbH"
18548;100;"P";"PROBIO";"Probio Naturprodukte Handelsgesellschaft Mbh"
18553;100;"P";"Heck Hygiene GmbH";"Heck Hygiene GmbH"
18554;100;"P";"ADANO";"Adano GmbH"
18556;100;"P";"K-ACTIVE EUROPE";"K-Active Europe GmbH"
18558;100;"P";"DT";"Dt GmbH Bio Wellness"
18559;100;"P";"HUMANCHEMIE";"Humanchemie GmbH"
18561;100;"P";"FLORESSA";"Floressa E.K."
18568;100;"P";"THERALINE";"Theraline E.K."
18569;100;"P";"URODIRECT";"Urodirect GmbH"
18570;100;"P";"LOVE REMEDIES";"Love Remedies Deutschalnd Christiane Hobert E.K."
18571;100;"P";"IMAGE";"Image GmbH"
18572;100;"P";"TORDYNEX";"Tordynex Medical Aktiengesellschaft"
18575;100;"P";"IFM-GERBERSHAGEN";"Ifm-Gerbershagen GmbH"
18576;100;"P";"AMEFA";"Amefa GmbH"
18577;100;"P";"MEDI SAFE";"Medi-Safe Jens Günter Pfretzschner"
18579;100;"P";"GERBION";"Gerbion GmbH & Co. KG"
18580;100;"P";"DAKOM";"Dakom Warenvertrieb Ariane Ramona Esser"
18587;100;"P";"ACTIVE BIO LIFE";"Active Bio Life Science GmbH"
18591;100;"P";"TRIGOCARE INTERNAT.";"Trigocare International GmbH"
18592;100;"P";"MCO HEALTH";"Mco Health B.V."
18593;100;"P";"SMITH COMMERCE";"Smith Commerce Smith & Smith Gbr"
18594;100;"P";"PRO BALANCE";"Pro Balance Handelsgesellschaft Mbh"
18601;100;"P";"VITALONA";"Vitalona GmbH & Co. KG"
18603;100;"P";"NETMED";"Netmed S.A.R.L."
18605;100;"P";"EMBEMED";"Embemed Bleckmann Medicalprodukte GmbH"
18606;100;"P";"TRIAS MEDICAL";"Trias Medical Group GmbH & Co. KG"
18612;100;"P";"UDO HEISIG";"Udo Heisig GmbH"
18613;100;"P";"GENUPORT TRADE GMBH";"Genuport Trade GmbH"
18615;100;"P";"IDENTYMED";"Identymed GmbH"
18616;100;"P";"PERMAMED";"Permamed AG"
18617;100;"P";"NEUROTRONICS";"Neurotronics GmbH"
18618;100;"P";"HOENLE MEDIZINTECHNIK";"Dr.K.Hönle Medizintechnik GmbH"
18621;100;"P";"HEALTH MED INTERNAT.";"Health Med International Ltd. & Co. KG"
18622;100;"P";"FLESER PHARMA";"Fleser Pharma GmbH"
18624;100;"P";"PHARMACARE";"Pharmacare GmbH"
18626;100;"P";"SHANTYS";"Shantys Limited"
18628;100;"P";"HAWLIK GESUNDHEITSPR";"Hawlik Gesundheitsprodukte GmbH"
18629;100;"P";"LEVICA";"Levica GmbH"
18630;100;"P";"SEKAVIT";"Sekavit Ug (Haftungsbeschränkt)"
18633;100;"P";"PURE & CLEAN";"Pure & Clean Of Switzerland Sa"
18634;100;"P";"FARSTAR MEDICAL";"Farstar Medical GmbH"
18636;100;"P";"PHS MEDICAL";"Phs Medical GmbH"
18637;100;"P";"RECOVET";"Recovet GmbH"
18639;100;"P";"SALES DYNAMIX";"Sales Dynamix GmbH"
18642;100;"P";"PHARMAVITAL";"Pharmavital GmbH"
18645;100;"P";"AQUYO COSMETICS";"Aquyo Cosmetics Inh. Thomas Wirtz"
18647;100;"P";"ETAC";"Etac GmbH"
18648;100;"P";"POSTHORAX";"Posthorax GmbH"
18649;100;"P";"DELTA MED / ITALIEN";"Delta Med S.R.L."
