"ID";"COMPANYID";"SEQNO";"CONTACTNAME1";"CONTACTNAME2";"COUNTRYCATALOGID";"COUNTRYCODE";"ZIP";"CITY";"STREET";"STREETNUMBER";"POBZIP";"POBCITY";"POBNUMBER";"ADDRESSTYPECATALOGID";"ADDRESSTYPECODE"
47798;17860;1;"Bergemed Handelsgesellschaft Mbh";"";101;"DE";"26789";"Leer";"Robert-Koch-Str.";"2";"";"";"";202;"C"
47799;17861;1;"Thomsen Europe GmbH";"";101;"DE";"79423";"Heitersheim";"Grissheimer Weg";"21";"";"";"";202;"C"
47800;17862;1;"Discountmed E.K. Medizintechnik & Großhandel";"";101;"DE";"93128";"Regenstauf";"Rilkeweg";"3";"";"";"";202;"C"
47802;17864;1;"Epi-Cos GmbH";"";101;"DE";"07937";"Zeulenroda-Triebes";"Untere Haardt";"23";"07931";"Zeulenroda-Triebes";"1115";202;"C"
47805;17867;1;"Vita Vital GmbH & Co. KG";"";101;"DE";"87534";"Oberstaufen";"Hochgratstraße";"6";"";"";"";202;"C"
47807;17869;1;"Union Medico";"";101;"DK";"2100";"Kopenhagen";"Fruebjergvej";"3";"";"";"";202;"C"
47809;17871;1;"Adev GmbH";"";101;"DE";"23556";"Luebeck";"Grapengiesserstrasse";"21";"";"";"";202;"C"
47810;17872;1;"Bionorica Ethics GmbH";"";101;"DE";"92318";"Neumarkt";"Kerschensteinerstr.";"11-15";"92308";"Neumarkt";"1851";202;"C"
47811;17873;1;"Mdm Healthcare Deutschland GmbH";"";101;"DE";"34123";"Kassel";"Falderbaum Str.";"16A";"";"";"";202;"C"
47815;17877;1;"Altstadt-Apotheke";"";101;"DE";"13597";"Berlin";"Breite Str.";"20";"";"";"";202;"C"
47817;17879;1;"Binder Marketing";"";101;"DE";"76307";"Karlsbad";"Ettlingerstr.";"9";"";"";"";202;"C"
47824;17886;1;"Roggenbuck-Pharma-Vertrieb";"";101;"DE";"79211";"Denzlingen";"Heinrich-Hertz-Str.";"2";"";"";"";202;"C"
47825;17887;1;"Lune Group Oy Ltd.";"";;"";"35540";"Juupajoki";"Kopsamontie";"138";"";"";"";202;"C"
47826;17888;1;"Nacur Healthcare Ltd";"";;"";"";"Whitland Sa34 Ohz";"15 Spring Gardens Indusrial Estate";"";"";"";"";202;"C"
47827;17889;1;"Vitaflo Pharma GmbH";"";101;"DE";"61352";"Bad Homburg";"Norsk-Data-Strasse";"1";"";"";"";202;"C"
47828;17890;1;"Werner Johansson Trad.";"";101;"DE";"86495";"Rehrosbach";"Augsburger Str.";"19";"";"";"";202;"C"
47830;17892;1;"Polymedics GmbH";"";101;"DE";"73770";"Denkendorf";"Heerweg";"15D";"";"";"";202;"C"
47831;17893;1;"Metropolitan Pharmacy";"";101;"DE";"85356";"Muenchen Flughafen";"Zentralbereich";"";"85335";"Muenchen Flughafen";"241355";202;"C"
47832;17894;1;"Aesculap AG";"";101;"DE";"78532";"Tuttlingen";"Am Aesculap Platz";"";"78501";"Tuttlingen";"31";202;"C"
47833;17895;1;"Agev Gesundheitsmittel Bernd Klaeser";"";101;"DE";"63500";"Seligenstadt";"Südring";"33";"";"";"";202;"C"
47834;17896;1;"Güldenmoor GmbH";"";101;"DE";"37639";"Bevern";"Birkenweg";"9";"";"";"";202;"C"
47835;17897;1;"Antje Rebelein Repotrade";"";101;"DE";"90530";"Wendelstein";"Porschestraße";"11";"";"";"";202;"C"
47836;17898;1;"Maremed GmbH Beauty And Health Care";"";101;"DE";"27478";"Cuxhaven";"Küstriner Str.";"2";"";"";"";202;"C"
47837;17899;1;"Mediland GmbH";"";101;"DE";"73635";"Rudersberg";"Ziegeleistrasse";"4";"";"";"";202;"C"
47838;17900;1;"Dr. Gehring Vitalstoffe GmbH&Co. KG";"";101;"DE";"31848";"Bad Münder";"Hannoversche Str.";"24";"31842";"Bad Münder";"1351";202;"C"
47839;17901;1;"Parico Cosmetics GmbH";"";101;"DE";"46286";"Dorsten";"Thueringerstr.";"21";"46262";"Dorsten";"110363";202;"C"
47840;17902;1;"St. Michael Apotheke";"";101;"DE";"86381";"Krumbach";"Marktplatz";"7";"";"";"";202;"C"
47842;17904;1;"Arcon International GmbH";"";101;"DE";"78224";"Singen";"Fabrikstr.";"20";"";"";"";202;"C"
47844;17906;1;"Menssana AG";"";101;"DE";"74670";"Forchtenberg";"Am Bahnhof";"1";"";"";"";202;"C"
47845;17907;1;"Essential Foods B.V.";"";101;"NL";"3411";"Lopik";"Mondriaanlaan";"38";"3410";"Lopik";"31";202;"C"
47847;17909;1;"Gebomed GmbH";"";101;"DE";"72800";"Eningen U. A.";"Im Hoernle";"41";"";"";"";202;"C"
47848;17910;1;"Promecon GmbH";"";101;"DE";"20459";"Hamburg";"Admiralitaetstr.";"60";"";"";"";202;"C"
47850;17912;1;"Kampffmeyer Nachf. GmbH";"";101;"DE";"23909";"Ratzeburg";"Theaterplatz";"5";"";"";"";202;"C"
47851;17913;1;"Gipron";"";101;"IT";"20010";"Vanzago (Milano)";"Via Paolo Ferrario";"126";"";"";"";202;"C"
47854;17916;1;"Squeezy Sports Nu. GmbH";"";101;"DE";"38100";"Braunschweig";"Steinweg";"8";"";"";"";202;"C"
47855;17917;1;"Nuernb.Gummi GmbH&Cokg";"";101;"DE";"91166";"Georgensgmuend";"Breitenloher Weg";"6";"";"";"";202;"C"
47856;17918;1;"Coviovital-Pharma";"";101;"DE";"44135";"Dortmund";"Viktoria Str.";"28";"";"";"";202;"C"
47858;17920;1;"A-Tex";"";101;"DE";"49191";"Belm";"Kolpingstr.";"9";"";"";"";202;"C"
47861;17923;1;"Neatec GmbH";"";101;"DE";"89231";"Neu-Ulm";"Dieselstr.";"6";"";"";"";202;"C"
47862;17924;1;"Kranich Pharma GmbH";"";101;"DE";"82195";"Groebenzell";"Industriestr.";"51";"";"";"";202;"C"
47863;17925;1;"Apovario GmbH";"";101;"DE";"45329";"Essen";"Alte Landstr.";"3c";"";"";"";202;"C"
47864;17926;1;"Medivital GmbH";"";101;"DE";"59556";"Lippstadt";"Parkstrasse";"12";"";"";"";202;"C"
47865;17927;1;"Jv Cosmetics";"";101;"CH";"6015";"Reussbuehl";"Staffelnhofstrasse";"6";"6015";"Reussbuehl";"709";202;"C"
47866;17928;1;"Colostrum S.R.O.";"";101;"DE";"82152";"Planegg";"Lochhamer Str.";"31";"";"";"";202;"C"
47867;17929;1;"Kelterei Walther GmbH";"";101;"DE";"01477";"Arnsdorf";"Am Gewerbegebiet";"2";"";"";"";202;"C"
47868;17930;1;"Kollek & Schmidt Gbr";"";101;"DE";"16356";"Ahrensfelde / Ot Lindenberg";"Karl-Marx-Strasse";"20C";"";"";"";202;"C"
47870;17932;1;"Ahg Ayurveda Handels GmbH";"";101;"DE";"22041";"Hamburg";"Neumann-Reichardt-Str.";"27-33";"";"";"";202;"C"
47873;17935;1;"Minox GmbH";"";101;"DE";"35578";"Wetzlar";"Walter-Zapp-Str.";"4";"";"";"";202;"C"
47874;17936;1;"Juergen Huss Raeucherk";"";101;"DE";"09465";"Sehmatal-Neudorf";"Gewerbegebiet";"11";"";"";"";202;"C"
47876;17938;1;"Cinnea GmbH";"";101;"DE";"26180";"Rastede";"Schulstraße";"50";"";"";"";202;"C"
47877;17939;1;"Tmt Gbr Reha & Medizintechnik Arzt U. Klinikbedarf Büro Berlin";"";101;"DE";"13086";"Berlin";"Parkstr.";"76-77";"";"";"";202;"C"
47878;17940;1;"Marien-Apotheke";"";101;"DE";"33098";"Paderborn";"Am Westerntor";"2";"";"";"";202;"C"
47880;17942;1;"Han-Sen GmbH";"";101;"DE";"22143";"Hamburg";"Heestweg";"16A";"";"";"";202;"C"
47881;17943;1;"Laguna Health Deutschland";"";101;"DE";"48151";"Münster";"Von-Kluck-Str.";"14-16";"";"";"";202;"C"
47882;17944;1;"Haegele Vitalliin Gbr.";"";101;"DE";"78247";"Hilzingen-Duchtlingen";"Kanalstr.";"9";"";"";"";202;"C"
47884;17946;1;"Atmos Medizintechnik GmbH & Co.";"";101;"DE";"79853";"Lenzkirch";"L.-Kegel-Str.";"16";"79849";"Lenzkirch";"1160";202;"C"
47886;17948;1;"Natur Hurtig";"";101;"DE";"09116";"Chemnitz";"Neukirchner Str.";"9-13";"";"";"";202;"C"
47887;17949;1;"Futuring Internat.Ltd.";"";101;"DE";"54294";"Trier";"Otto-Brenner-Str.";"4";"";"";"";202;"C"
47888;17950;1;"Hykuzell GmbH";"";101;"DE";"47800";"Krefeld";"Waldhofstraße";"181";"";"";"";202;"C"
47890;17952;1;"Deutsche Pedicu.Ges.Ev";"";101;"DE";"30655";"Hannover";"Siemerdingstr.";"1A";"";"";"";202;"C"
47892;17954;1;"Mbz GmbH & Co. KG";"";101;"DE";"82211";"Herrsching";"Seestraße";"38";"";"";"";202;"C"
47895;17957;1;"Djo Deutschland GmbH";"";101;"DE";"95512";"Neudrossenfeld";"Kulmbacher Strasse";"51";"";"";"";202;"C"
47898;17960;1;"Practomed GmbH C/O Lebenshilfe Lörrach";"";101;"DE";"79541";"Lörrach";"Industriestrasse";"4";"";"";"";202;"C"
47899;17961;1;"Natural Elements AG";"";101;"CH";"8598";"Bottighofen";"Im Löchli";"6";"";"";"";202;"C"
47901;17963;1;"Novacutan";"";101;"DE";"48291";"Telgte";"Orkotten";"62";"";"";"";202;"C"
47903;17965;1;"Lopamed Pharmafood GmbH";"";101;"DE";"56170";"Bendorf";"Koblenz-Olper-Str.";"80";"";"";"";202;"C"
47904;17966;1;"Hanse Hand.Strals. GmbH";"";101;"DE";"18435";"Stralsund";"Lindenstr.";"142";"";"";"";202;"C"
47908;17970;1;"Vitmo GmbH";"";101;"DE";"73732";"Esslingen";"Seracherstr.";"155";"73709";"Esslingen";"100947";202;"C"
47910;17972;1;"Gramm Medical Healthcare GmbH";"";101;"DE";"71384";"Weinstadt";"Werkstraße";"13";"";"";"";202;"C"
47911;17973;1;"Egh-Pharm";"";101;"DE";"35232";"Dautphetal";"Allendorferstr.";"8";"";"";"";202;"C"
47912;17974;1;"Alte Apotheke";"";101;"DE";"44263";"Dortmund";"Hermannstrasse";"52";"";"";"";202;"C"
47913;17975;1;"Siddhalepa Ayurv. GmbH";"";101;"DE";"64331";"Weiterstadt";"Weiterstaedter Weg";"23";"";"";"";202;"C"
47914;17976;1;"Omnia Pro Medico GmbH";"";101;"DE";"47665";"Sonsbeck";"Stettiner Str.";"13";"";"";"";202;"C"
47916;17978;1;"Herba Anima GmbH";"";101;"DE";"40233";"Düsseldorf";"Ackerstr.";"111";"40083";"Düsseldorf";"170265";202;"C"
47918;17980;1;"Schug Medical GmbH";"";101;"DE";"92676";"Eschenbach";"Karlsplatz";"10";"";"";"";202;"C"
47919;17981;1;"Xiomedics Med. GmbH";"";101;"DE";"82008";"Unterhaching";"Fasanenstr.";"8B";"";"";"";202;"C"
47920;17982;1;"Crevil Cosmetics GmbH";"";101;"DE";"80337";"Muenchen";"Haeberlstr.";"12";"";"";"";202;"C"
47921;17983;1;"C. Schaufert/Testoplex";"";101;"DE";"66386";"St. Ingbert";"Am Grubenstollen";"9";"";"";"";202;"C"
47925;17987;1;"Allergo Natur Pharmazeutika GmbH & Co. KG";"";101;"DE";"19273";"Melkof";"Parkstraße";"1";"";"";"";202;"C"
47926;17988;1;"Shiinice Cosmetics";"";101;"DE";"45879";"Gelsenkirchen";"Bahnhofsvorplatz";"10";"";"";"";202;"C"
47928;17990;1;"Chem-Tools GmbH";"";101;"DE";"55268";"Nieder-Olm";"Am Neuberg";"3";"";"";"";202;"C"
47930;17992;1;"Horn Verbandstoffe";"";101;"DE";"68623";"Huettenfeld";"Seefeldstr.";"12B";"";"";"";202;"C"
47931;17993;1;"Mangostan - Gold Ltd. & Co. KG";"";101;"DE";"10117";"Berlin";"Leipziger Platz";"3";"";"";"";202;"C"
47933;17995;1;"Albrecht GmbH";"";101;"DE";"83071";"Stephanskirchen";"Simser Weg";"2";"";"";"";202;"C"
47935;17997;1;"Zantomed GmbH";"";101;"DE";"47269";"Duisburg";"Ackerstr.";"1";"";"";"";202;"C"
47937;17999;1;"Duisberg Production";"";101;"DE";"42659";"Solingen";"Spielbruch";"33";"";"";"";202;"C"
47938;18000;1;"Natim Handels GmbH";"";101;"AT";"8511";"St. Stefan / Stainz";"Zirknitz";"2";"";"";"";202;"C"
47939;18001;1;"Volopharm GmbH Deutschland";"";101;"DE";"83395";"Freilassing";"Münchener Str.";"67";"";"";"";202;"C"
47940;18002;1;"Curaskin Medikosmetik";"";101;"DE";"53127";"Bonn";"Ippendorfer Allee";"25B";"";"";"";202;"C"
47941;18003;1;"Nudischer Medcompany";"";101;"DE";"72469";"Messstetten";"Gartenstr.";"25";"72465";"Messstetten";"1123";202;"C"
47944;18006;1;"Newcos GmbH";"";101;"DE";"13507";"Berlin";"Am Borsigturm";"100";"";"";"";202;"C"
47945;18007;1;"Mediplast Ab";"";101;"SE";"21376";"Malmö";"Kanyxegatan";"29";"21376";"Malmö";"9504";202;"C"
47947;18009;1;"Skinceuticals";"";101;"DE";"40474";"Duesseldorf";"Georg-Glock-Str.";"18";"";"";"";202;"C"
47950;18012;1;"Dr. Keddo GmbH";"";101;"DE";"50354";"Huerth";"Innungstr.";"45";"";"";"";202;"C"
47951;18013;1;"Lowolf GmbH";"";101;"DE";"33824";"Werther";"Engerstr.";"12";"33824";"Werther";"1122";202;"C"
47952;18014;1;"Chrisal Nv";"";101;"BE";"3920";"Lommel";"Priester Daennsstraat";"9";"";"";"";202;"C"
47955;18017;1;"Nanorepro AG";"";101;"DE";"35037";"Marburg";"Untergasse";"8";"";"";"";202;"C"
47956;18018;1;"Stadsapotheek B.V.";"";101;"NL";"5911";"Ge Venlo";"Monseigneur Nolensplein";"26";"";"";"";202;"C"
47958;18020;1;"Multisana GmbH";"";101;"DE";"81541";"München";"Balanstr.";"57";"";"";"";202;"C"
47959;18021;1;"Marisela Diaz-Escobar";"";101;"DE";"75045";"Walzbachtal";"Grombacherstr.";"18";"";"";"";202;"C"
47960;18022;1;"Aureliasan GmbH";"";101;"DE";"72406";"Bisingen";"Steinhofener Straße";"12-16";"";"";"";202;"C"
47962;18024;1;"C.R. Medien GmbH";"";101;"DE";"85540";"Haar";"Muenchner Str.";"23A";"85529";"Haar";"1126";202;"C"
47966;18028;1;"Bodywise (Uk) Ltd";"";;"";"BS11 9DB";"Bristol";"Unit G 7a4 Business Centre Victoria Road";"";"";"";"";202;"C"
47970;18032;1;"Awenar Phar. Solutions";"";101;"DE";"27243";"Beckeln";"Gross Koehren";"19";"";"";"";202;"C"
47972;18034;1;"Ap Nenno Med.Tech. GmbH";"";101;"DE";"45770";"Marl";"Havellandsrasse";"10";"";"";"";202;"C"
47973;18035;1;"Selnova Pharma GmbH";"";101;"DE";"95152";"Selbitz";"Jean-Paul-Str.";"12a";"";"";"";202;"C"
47974;18036;1;"Batterien-Lenz";"";101;"DE";"44809";"Bochum";"Seilfahrt";"127";"";"";"";202;"C"
47975;18037;1;"Cremilk GmbH";"";101;"DE";"24376";"Kappeln";"Nestleweg";"1";"24372";"Kappeln";"1208";202;"C"
47976;18038;1;"Labo.Diepharmex";"";101;"CH";"1208";"Genf";"8.Avenue De Rosemont";"";"";"";"";202;"C"
47979;18041;1;"Davitas GmbH";"";101;"DE";"63743";"Aschaffenburg";"Am Herbigsbach";"49";"63718";"Aschaffenburg";"110262";202;"C"
47980;18042;1;"Aar Edition Deutschland";"";101;"DE";"44141";"Dortmund";"Westfalendamm";"98";"";"";"";202;"C"
47981;18043;1;"Baltic See GmbH";"";101;"DE";"24113";"Molfsee";"Mielkendorfer Weg";"19";"";"";"";202;"C"
47983;18045;1;"Fribamed GmbH";"";101;"DE";"47877";"Willich";"Goethestrasse";"28";"";"";"";202;"C"
47984;18046;1;"Fitnesshotline GmbH";"";101;"DE";"08209";"Auerbach";"Beethovenstr.";"9";"";"";"";202;"C"
47986;18048;1;"Sukamin";"";101;"DE";"26871";"Papenburg";"Hauptkanal Rechts";"26A";"";"";"";202;"C"
47991;18053;1;"Beycodent GmbH";"";101;"DE";"57562";"Herdorf";"Wolfsweg";"34";"57577";"Herdorf";"1280";202;"C"
47992;18054;1;"Ivoclar Vivadent GmbH Abteilung Kosmetika";"";101;"DE";"73479";"Ellwangen";"Dr. Adolf-Schneider-Str.";"2";"";"";"";202;"C"
47996;18058;1;"Dometra GmbH & Co. KG";"";101;"DE";"66589";"Merchweiler";"Auf Pfuhlst";"1";"";"";"";202;"C"
47999;18061;1;"Modellia GmbH & Co.";"";101;"DE";"72351";"Geislingen";"Vorstadtstr.";"53-59";"72349";"Geislingen";"63";202;"C"
48001;18063;1;"Polar Electro GmbH";"";101;"DE";"64572";"Buettelborn";"Hessenring";"2";"";"";"";202;"C"
48002;18064;1;"M.P.I. Pharmaceut. GmbH";"";101;"DE";"20095";"Hamburg";"Ballindamm";"8";"";"";"";202;"C"
48003;18065;1;"Mv-Versand Homöopathieversand München";"";101;"DE";"82152";"Planegg";"Lochhamer Str.";"31";"";"";"";202;"C"
48004;18066;1;"Ben Merabet Ug Mera Cosmetic";"";101;"DE";"01097";"Dresden";"Königstr.";"5";"";"";"";202;"C"
48005;18067;1;"999energy M. Ludwig";"";101;"DE";"64846";"Gross-Zimmern";"Kreuzstrasse";"9";"";"";"";202;"C"
48007;18069;1;"I.S.T. GmbH";"";101;"DE";"89150";"Laichingen-Machtolsheim";"Industriestr.";"9";"";"";"";202;"C"
48008;18070;1;"Orochemie GmbH+Co. KG";"";101;"DE";"70806";"Kornwestheim";"Max-Planck-Str.";"27";"70798";"Kornwestheim";"1630";202;"C"
48009;18071;1;"Sitback Peter Guenther";"";101;"DE";"72290";"Lossburg";"Bahnhofstrasse";"29";"";"";"";202;"C"
48010;18072;1;"Natuko Versand";"";101;"DE";"91916";"Neusitz-Schweinsdorf";"Am Brechhaus";"28";"91536";"Rothenburg/T.";"1459";202;"C"
48011;18073;1;"Smaxx Sports Kg";"";101;"DE";"94227";"Lindberg";"Buchenau";"31";"";"";"";202;"C"
48012;18074;1;"Sigvaris GmbH";"";101;"DE";"87700";"Memmingen";"Dr.-Karl-Lenz-Str.";"35";"87685";"Memmingen";"1561";202;"C"
48013;18075;1;"Assist GmbH";"";101;"DE";"66663";"Merzig-Besseringen";"In Der Bruchwies";"10";"";"";"";202;"C"
48015;18077;1;"Augen-Vital Mäurer GmbH";"";101;"DE";"47057";"Duisburg";"Sternbuschweg";"138";"";"";"";202;"C"
48017;18079;1;"Urifoon Plaswekker";"";101;"DE";"58332";"Schwelm";"Windmuehlenstr.";"18A";"";"";"";202;"C"
48018;18080;1;"I+M Naturkosmetik GmbH";"";101;"DE";"10405";"Berlin";"Greifswalder Str.";"214";"";"";"";202;"C"
48019;18081;1;"Juka Cosmetic AG";"";101;"DE";"76698";"Ubstadt-Weiher";"Kapellenstr.";"39";"";"";"";202;"C"
48021;18083;1;"Epp & Co.";"";101;"DE";"78355";"Hohenfels";"Bruck";"12";"";"";"";202;"C"
48022;18084;1;"Nelsons GmbH";"";101;"DE";"22391";"Hamburg";"Heegbarg";"2";"";"";"";202;"C"
48023;18085;1;"Medsportiv GmbH";"";101;"DE";"52146";"Wuerselen";"St. Jobser-Strasse";"53";"";"";"";202;"C"
48025;18087;1;"Activ Care Transc. GmbH";"";101;"DE";"41334";"Nettetal";"Zur Laerche";"53";"";"";"";202;"C"
48026;18088;1;"E. Kowsky GmbH&Co. KG";"";101;"DE";"24539";"Neumuenster";"Oderstr.";"73";"";"";"";202;"C"
48027;18089;1;"Cosmetique Active Deutschland GmbH Geschäftsbereich Sanoflore";"";101;"DE";"";"";"";"";"76017";"Karlsruhe";"3020";202;"C"
48028;18090;1;"Fairvital B. V.";"";101;"NL";"6462";"Ev Kerkrade";"Kokelestraat";"110";"6370";"Ac Kerkrade";"31119";202;"C"
48029;18091;1;"Baeren-Apotheke";"";101;"DE";"61440";"Oberursel";"Oberhoechstadter Str.";"2-4";"";"";"";202;"C"
48032;18094;1;"Swissderm AG";"";101;"CH";"1786";"Sugiez";"Pary";"12";"1786";"Sugiez";"93";202;"C"
48035;18097;1;"El-Comp";"";101;"PL";"";"82-300 Elblag";"Ul. Warszawska";"11";"";"";"";202;"C"
48036;18098;1;"Gonarthros Pharma";"";101;"DE";"25451";"Quickborn";"Eichenweg";"52";"";"";"";202;"C"
48038;18100;1;"Apotheke Dr. Beck";"";101;"DE";"70825";"Korntal-Muenchingen";"Johannes-Daur-Str.";"13/1";"";"";"";202;"C"
48040;18102;1;"F.W. Klever GmbH Chem.-Pharm.Fabrik";"";101;"DE";"84168";"Aham";"Hauptstraße";"20";"";"";"";202;"C"
48041;18103;1;"Hegos GmbH";"";101;"DE";"86938";"Schondorf";"Greifenberger Straße";"14";"";"";"";202;"C"
48042;18104;1;"Willy Penzel GmbH&Cokg";"";101;"DE";"37619";"Heyen";"Willy-Penzel-Platz";"1-8";"";"";"";202;"C"
48043;18105;1;"Muehle Ebert Diel. GmbH";"";101;"DE";"69234";"Dielheim";"Talstr.";"27";"";"";"";202;"C"
48046;18108;1;"Medi-Markt Medizintechnik Vertriebs GmbH";"";101;"DE";"68159";"Mannheim";"Landzungenstr.";"4-6";"68021";"Mannheim";"102114";202;"C"
48047;18109;1;"Innosan GmbH";"";101;"DE";"68723";"Schwetzingen";"Beethovenstrasse";"3";"";"";"";202;"C"
48049;18111;1;"Coryt GmbH & Co. KG";"";101;"DE";"89584";"Ehingen";"Hauffstr.";"2";"";"";"";202;"C"
48050;18112;1;"Moltoplast GmbH";"";101;"AT";"6020";"Innsbruck";"Egger-Lienz-Strasse";"130";"";"";"";202;"C"
48052;18114;1;"Hbc & Spa Intern. GmbH";"";101;"DE";"86674";"Baar (Schwaben)";"Roemerweg";"10";"";"";"";202;"C"
48053;18115;1;"Dermamedix Markus Halfpap";"";101;"DE";"83627";"Warngau";"Ahornallee";"13a";"";"";"";202;"C"
48054;18116;1;"Imperial Feet Bv";"";101;"NL";"1405";"Hc Bussum";"Graaf Wichmanlaan";"56";"";"";"";202;"C"
48055;18117;1;"Pharmoxid GmbH&Co. KG";"";101;"DE";"76473";"Iffezheim";"Nordring";"8";"76473";"Iffezheim";"23";202;"C"
48056;18118;1;"Mooncup Ltd.";"";;"";"BN2 1GD";"Brighton";"40 Arundel Place";"";"";"";"";202;"C"
48058;18120;1;"Dermosan GmbH";"";101;"AT";"01120";"Wien";"Rotenmuehlgasse";"30";"";"";"";202;"C"
48059;18121;1;"Klinipharm GmbH";"";101;"DE";"60318";"Frankfurt/Main";"Eschenheimer Tor";"3";"";"";"";202;"C"
48060;18122;1;"Moelab GmbH";"";101;"DE";"40764";"Langenfeld";"Dietrich-Bonhoeffer-Str.";"9";"";"";"";202;"C"
48061;18123;1;"Sanctus GmbH";"";101;"DE";"97422";"Schweinfurt";"Friedrich-Seyffert-Strasse";"14";"";"";"";202;"C"
48064;18126;1;"Styx Naturcosmetics GmbH";"";101;"DE";"85664";"Hohenlinden /Gewerbegeb. Altmühlhausen";"Josef-Neumeier-Str.";"15";"";"";"";202;"C"
48065;18127;1;"Med-O-Test GmbH&Co. KG";"";101;"DE";"65193";"Wiesbaden";"Pfahlstr.";"31";"";"";"";202;"C"
48066;18128;1;"Medical Equipment GmbH";"";101;"DE";"41472";"Neuss";"Eisenstr.";"5A";"";"";"";202;"C"
48067;18129;1;"Medita Handel GmbH";"";101;"DE";"83365";"Nussdorf / Chiemgau";"Weidertinger Ring";"12";"";"";"";202;"C"
48068;18130;1;"Taureon GmbH";"";101;"DE";"49536";"Lienen";"Buchentorstraße";"13";"";"";"";202;"C"
48069;18131;1;"Bjh Natur-Resonanz AG";"";101;"CH";"6301";"Zug";"Loeberenstrasse";"47";"";"";"";202;"C"
48070;18132;1;"Sanelle GmbH";"";101;"DE";"71701";"Schwieberdingen";"Bahnhofstr.";"39";"";"";"";202;"C"
48075;18137;1;"Weblogistics S.L.";"";101;"DE";"28359";"Bremen";"Mary-Astell-Str.";"10";"";"";"";202;"C"
48076;18138;1;"Otc Prod.U.Forsch. GmbH";"";101;"AT";"5020";"Salzburg";"Peilsteinerstrasse";"5-7";"";"";"";202;"C"
48077;18139;1;"Genolytic GmbH Molekularbiologische Diagnostik";"";101;"DE";"04103";"Leipzig";"Deutscher Platz";"5";"";"";"";202;"C"
48078;18140;1;"Doccheck GmbH";"";101;"DE";"71093";"Weil Im Schoenbuch";"Carl-Zeiss-Str.";"3";"";"";"";202;"C"
48079;18141;1;"Gatapex Medical Ltd.";"";101;"DE";"24568";"Kaltenkirchen";"Werner-Von-Siemens-Str.";"15";"";"";"";202;"C"
48080;18142;1;"Ks Formteile";"";101;"DE";"47906";"Kempen -Toenisberg";"Neufelder Strasse";"49";"";"";"";202;"C"
48081;18143;1;"Physiomed AG";"";101;"DE";"91220";"Schnaittach / Laipersdorf";"Hutweide";"10";"";"";"";202;"C"
48086;18148;1;"Doppler Health GmbH";"";101;"DE";"81377";"München";"Ammergaustr.";"15";"";"";"";202;"C"
48087;18149;1;"Dr. Schär Deutschland GmbH";"";101;"DE";"35085";"Ebsdorfergrund";"Simmerweg";"12";"";"";"";202;"C"
48089;18151;1;"Medutek Handelsgesellschaft Für Medizintechnik Mbh";"";101;"DE";"28207";"Bremen";"Stresemannstr.";"54";"";"";"";202;"C"
48091;18153;1;"Welland Medical Ltd";"";;"";"";"Rh109tu Crawley / West-Sussex";"7/8 Brunel Centre Newton Road";"";"";"";"";202;"C"
48092;18154;1;"Vitafosan Ek";"";101;"DE";"45549";"Sprockhoevel";"Schultenbuschstr.";"43B";"";"";"";202;"C"
48095;18157;1;"Pharm-Net AG";"";101;"DE";"67061";"Ludwigshafen";"Rheinuferstr.";"9";"67014";"Ludwigshafen";"211446";202;"C"
48096;18158;1;"Fiddiam Sa";"";101;"LU";"1025";"Luxembourg";"";"";"1025";"Luxembourg";"2556";202;"C"
48097;18159;1;"Wandrey GmbH";"";101;"DE";"12277";"Berlin";"Motzener Str.";"25";"";"";"";202;"C"
48098;18160;1;"Pit Süßwaren Hoffmann GmbH & Co. KG";"";101;"DE";"83071";"Stephanskirchen";"Reichenberger Str.";"36";"";"";"";202;"C"
48100;18162;1;"Statex";"";101;"DE";"28357";"Bremen";"Kleiner Ort";"11";"";"";"";202;"C"
48102;18164;1;"Hans Kniebes GmbH";"";101;"DE";"53619";"Rheinbreitbach";"Maarweg";"46";"";"";"";202;"C"
48103;18165;1;"Sensoli Ltd. C/O Absolute Aromas Ltd.";"";;"";"GU34 2QL";"Alton Hants";"4 Riverwey Newman Lane";"";"";"";"";202;"C"
48105;18167;1;"Natumin Pharma GmbH";"";101;"DE";"13349";"Berlin";"Muellerstr.";"64";"";"";"";202;"C"
48107;18169;1;"Menkemed GmbH";"";101;"DE";"85622";"Feldkirchen";"Tucherpark";"22";"";"";"";202;"C"
48108;18170;1;"Delta T Ges.F.Med.Mbh";"";101;"DE";"35394";"Giessen";"Kerkrader Str.";"11";"";"";"";202;"C"
48111;18173;1;"Naturspiruvital";"";101;"DE";"82362";"Weilheim";"Steingadener Str.";"7";"";"";"";202;"C"
48113;18175;1;"Kamed Medizintechnik";"";101;"DE";"59348";"Luedinghausen";"Gildenweg";"42";"";"";"";202;"C"
48116;18178;1;"Hulka S.R.L.";"";101;"IT";"45100";"Rovigo";"Viale Della Scienza";"26";"";"";"";202;"C"
48117;18179;1;"Intermedica GmbH";"";101;"DE";"55270";"Klein-Winternheim";"Raiffeisenstr.";"4-6";"";"";"";202;"C"
48118;18180;1;"Binamed Moll GmbH";"";101;"DE";"95445";"Bayreuth";"Kulmbacher Str.";"115";"95407";"Bayreuth";"100745";202;"C"
