"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
10877;10865;"Vorsicht";"Gut untersucht."
10877;10873;"mittelschwer";"Nicht erwiesen"
10877;11257;"mittelschwer";"Gut untersucht."
10879;88;"mittelschwer";"Gut untersucht."
10879;157;"geringfügig";"Begrenzt untersucht."
10879;206;"mittelschwer";"Begrenzt untersucht."
10879;10311;"mittelschwer";"Begrenzt untersucht."
10879;10594;"mittelschwer";"Gut untersucht."
10880;10301;"mittelschwer";"Begrenzt untersucht."
10882;146;"mittelschwer";"Begrenzt untersucht."
10882;157;"geringfügig";"Gut untersucht."
10882;11626;"geringfügig";"Gut untersucht."
10893;13;"mittelschwer";"Begrenzt untersucht."
10894;11735;"mittelschwer";"Begrenzt untersucht."
10896;18;"mittelschwer";"Gut untersucht."
10896;78;"schwerwiegend";"Sehr gut untersucht."
10896;186;"schwerwiegend";"Begrenzt untersucht."
10896;413;"schwerwiegend";"Sehr gut untersucht."
10896;416;"mittelschwer";"Nicht erwiesen"
10896;10146;"mittelschwer";"Begrenzt untersucht."
10896;10588;"mittelschwer";"Begrenzt untersucht."
10896;10634;"mittelschwer";"Begrenzt untersucht."
10903;11626;"Vorsicht";"Begrenzt untersucht."
10903;12317;"Vorsicht";"Begrenzt untersucht."
10903;12323;"Vorsicht";"Begrenzt untersucht."
10917;10837;"mittelschwer";"Begrenzt untersucht."
10917;11379;"geringfügig";"Begrenzt untersucht."
10917;12239;"mittelschwer";"Gut untersucht."
10918;143;"mittelschwer";"Begrenzt untersucht."
10918;11257;"mittelschwer";"Begrenzt untersucht."
10928;10316;"geringfügig";"Gut untersucht."
10938;37;"geringfügig";"Begrenzt untersucht."
10938;85;"schwerwiegend";"Begrenzt untersucht."
10946;10152;"mittelschwer";"Begrenzt untersucht."
10946;10958;"mittelschwer";"Begrenzt untersucht."
10946;11676;"mittelschwer";"Begrenzt untersucht."
10947;11140;"Vorsicht";"Gut untersucht."
10949;126;"mittelschwer";"Begrenzt untersucht."
10949;157;"geringfügig";"Begrenzt untersucht."
10949;175;"mittelschwer";"Begrenzt untersucht."
10949;180;"geringfügig";"Begrenzt untersucht."
10952;10217;"mittelschwer";"Sehr gut untersucht."
10952;10224;"geringfügig";"Gut untersucht."
10956;18;"mittelschwer";"Begrenzt untersucht."
10956;53;"mittelschwer";"Gut untersucht."
10956;107;"mittelschwer";"Gut untersucht."
10956;148;"mittelschwer";"Begrenzt untersucht."
10956;176;"Vorsicht";"Begrenzt untersucht."
10956;304;"mittelschwer";"Nicht erwiesen"
10956;10094;"mittelschwer";"Begrenzt untersucht."
10956;10438;"mittelschwer";"Begrenzt untersucht."
10956;12140;"mittelschwer";"Begrenzt untersucht."
10958;186;"Vorsicht";"Nicht erwiesen"
10958;11196;"geringfügig";"Begrenzt untersucht."
10958;11626;"geringfügig";"Begrenzt untersucht."
10958;12317;"geringfügig";"Begrenzt untersucht."
10958;12381;"mittelschwer";"Gut untersucht."
10958;12483;"mittelschwer";"Begrenzt untersucht."
10961;18;"schwerwiegend";"Nicht erwiesen"
10961;43;"mittelschwer";"Begrenzt untersucht."
10961;63;"mittelschwer";"Nicht erwiesen"
10961;69;"mittelschwer";"Gut untersucht."
10961;70;"schwerwiegend";"Nicht erwiesen"
10961;91;"schwerwiegend";"Nicht erwiesen"
10961;109;"schwerwiegend";"Nicht erwiesen"
10961;165;"schwerwiegend";"Nicht erwiesen"
10961;209;"mittelschwer";"Nicht erwiesen"
10961;268;"schwerwiegend";"Nicht erwiesen"
10961;10071;"schwerwiegend";"Nicht erwiesen"
10961;10075;"schwerwiegend";"Nicht erwiesen"
10961;10110;"schwerwiegend";"Nicht erwiesen"
10961;10166;"geringfügig";"Begrenzt untersucht."
10961;10225;"schwerwiegend";"Nicht erwiesen"
10961;10311;"schwerwiegend";"Nicht erwiesen"
10961;10353;"schwerwiegend";"Nicht erwiesen"
10961;10538;"Vorsicht";"Gut untersucht."
10961;10666;"schwerwiegend";"Nicht erwiesen"
10961;10786;"mittelschwer";"Gut untersucht."
10961;11006;"schwerwiegend";"Nicht erwiesen"
10961;11048;"schwerwiegend";"Nicht erwiesen"
10961;11209;"geringfügig";"Begrenzt untersucht."
10961;11257;"schwerwiegend";"Nicht erwiesen"
10961;11500;"schwerwiegend";"Nicht erwiesen"
10961;11626;"Vorsicht";"Begrenzt untersucht."
10961;11751;"schwerwiegend";"Begrenzt untersucht."
10961;12100;"schwerwiegend";"Nicht erwiesen"
10961;12127;"schwerwiegend";"Nicht erwiesen"
10961;12317;"Vorsicht";"Nicht erwiesen"
10961;12350;"schwerwiegend";"Nicht erwiesen"
10961;12391;"schwerwiegend";"Nicht erwiesen"
10961;12394;"schwerwiegend";"Nicht erwiesen"
10961;12399;"schwerwiegend";"Nicht erwiesen"
10961;12409;"schwerwiegend";"Nicht erwiesen"
10961;12844;"schwerwiegend";"Nicht erwiesen"
10962;194;"schwerwiegend";"Begrenzt untersucht."
10963;107;"mittelschwer";"Begrenzt untersucht."
10963;10453;"Vorsicht";"Begrenzt untersucht."
10964;159;"schwerwiegend";"Nicht erwiesen"
10964;170;"schwerwiegend";"Nicht erwiesen"
10964;217;"mittelschwer";"Begrenzt untersucht."
10964;387;"schwerwiegend";"Nicht erwiesen"
10964;10511;"mittelschwer";"Begrenzt untersucht."
10964;10538;"Vorsicht";"Nicht erwiesen"
10964;11626;"Vorsicht";"Nicht erwiesen"
10966;69;"mittelschwer";"Begrenzt untersucht."
10966;116;"schwerwiegend";"Nicht erwiesen"
10967;69;"mittelschwer";"Begrenzt untersucht."
10967;12239;"mittelschwer";"Begrenzt untersucht."
10973;69;"geringfügig";"Begrenzt untersucht."
10973;126;"mittelschwer";"Begrenzt untersucht."
10973;10096;"mittelschwer";"Begrenzt untersucht."
10973;10116;"schwerwiegend";"Begrenzt untersucht."
10973;10877;"mittelschwer";"Begrenzt untersucht."
10973;11028;"mittelschwer";"Gut untersucht."
10973;11048;"schwerwiegend";"Nicht erwiesen"
10973;11626;"geringfügig";"Begrenzt untersucht."
10973;11640;"schwerwiegend";"Nicht erwiesen"
10973;12100;"schwerwiegend";"Nicht erwiesen"
10973;12283;"geringfügig";"Begrenzt untersucht."
10973;12317;"geringfügig";"Begrenzt untersucht."
10973;12778;"schwerwiegend";"Nicht erwiesen"
10973;12844;"schwerwiegend";"Nicht erwiesen"
10985;98;"mittelschwer";"Nicht erwiesen"
10985;11028;"mittelschwer";"Gut untersucht."
10985;11106;"mittelschwer";"Gut untersucht."
10985;12265;"mittelschwer";"Begrenzt untersucht."
10993;170;"mittelschwer";"Begrenzt untersucht."
10993;175;"Vorsicht";"Nicht erwiesen"
10993;11626;"geringfügig";"Begrenzt untersucht."
10993;12112;"Vorsicht";"Begrenzt untersucht."
11005;11093;"mittelschwer";"Begrenzt untersucht."
11006;18;"schwerwiegend";"Nicht erwiesen"
11006;33;"schwerwiegend";"Nicht erwiesen"
11006;106;"schwerwiegend";"Begrenzt untersucht."
11006;109;"schwerwiegend";"Nicht erwiesen"
11006;192;"schwerwiegend";"Nicht erwiesen"
11006;413;"schwerwiegend";"Nicht erwiesen"
11006;428;"mittelschwer";"Begrenzt untersucht."
11006;10075;"schwerwiegend";"Nicht erwiesen"
11006;10142;"schwerwiegend";"Nicht erwiesen"
11006;10353;"schwerwiegend";"Nicht erwiesen"
11006;10594;"schwerwiegend";"Begrenzt untersucht."
11006;12137;"schwerwiegend";"Nicht erwiesen"
11006;12395;"schwerwiegend";"Nicht erwiesen"
11006;12399;"schwerwiegend";"Nicht erwiesen"
11006;12409;"schwerwiegend";"Nicht erwiesen"
11006;12844;"schwerwiegend";"Nicht erwiesen"
11028;38;"mittelschwer";"Gut untersucht."
11028;88;"mittelschwer";"Gut untersucht."
11028;193;"geringfügig";"Begrenzt untersucht."
11028;196;"mittelschwer";"Begrenzt untersucht."
11028;206;"mittelschwer";"Begrenzt untersucht."
11028;315;"mittelschwer";"Begrenzt untersucht."
11028;476;"mittelschwer";"Begrenzt untersucht."
11028;10105;"mittelschwer";"Begrenzt untersucht."
11028;10316;"mittelschwer";"Gut untersucht."
11028;10538;"mittelschwer";"Gut untersucht."
11028;11626;"mittelschwer";"Gut untersucht."
11028;11706;"mittelschwer";"Begrenzt untersucht."
11028;12025;"schwerwiegend";"Nicht erwiesen"
11028;12137;"mittelschwer";"Begrenzt untersucht."
11028;12256;"mittelschwer";"Gut untersucht."
11028;12343;"mittelschwer";"Nicht erwiesen"
11028;12370;"mittelschwer";"Gut untersucht."
11028;12385;"mittelschwer";"Begrenzt untersucht."
11028;12405;"mittelschwer";"Begrenzt untersucht."
11028;12515;"mittelschwer";"Begrenzt untersucht."
11028;12560;"geringfügig";"Begrenzt untersucht."
11028;12799;"geringfügig";"Begrenzt untersucht."
11042;63;"mittelschwer";"Begrenzt untersucht."
11044;43;"geringfügig";"Gut untersucht."
11048;193;"geringfügig";"Begrenzt untersucht."
11048;10110;"schwerwiegend";"Nicht erwiesen"
11048;10142;"schwerwiegend";"Nicht erwiesen"
11048;10316;"geringfügig";"Begrenzt untersucht."
11048;10666;"schwerwiegend";"Nicht erwiesen"
11048;11006;"schwerwiegend";"Nicht erwiesen"
11048;11626;"geringfügig";"Begrenzt untersucht."
11048;12409;"schwerwiegend";"Nicht erwiesen"
11048;12844;"schwerwiegend";"Nicht erwiesen"
11059;462;"mittelschwer";"Begrenzt untersucht."
11060;29;"geringfügig";"Nicht erwiesen"
11060;33;"mittelschwer";"Begrenzt untersucht."
11060;53;"mittelschwer";"Nicht erwiesen"
11060;413;"mittelschwer";"Nicht erwiesen"
11060;10072;"mittelschwer";"Begrenzt untersucht."
11060;10075;"mittelschwer";"Gut untersucht."
11060;10311;"geringfügig";"Begrenzt untersucht."
11060;10388;"mittelschwer";"Nicht erwiesen"
11061;69;"mittelschwer";"Gut untersucht."
11061;124;"schwerwiegend";"Begrenzt untersucht."
11079;69;"mittelschwer";"Gut untersucht."
11093;88;"mittelschwer";"Begrenzt untersucht."
11093;10346;"mittelschwer";"Begrenzt untersucht."
11093;10714;"schwerwiegend";"Begrenzt untersucht."
11093;10715;"schwerwiegend";"Begrenzt untersucht."
11093;12420;"geringfügig";"Begrenzt untersucht."
11095;43;"geringfügig";"Gut untersucht."
11095;63;"mittelschwer";"Gut untersucht."
11095;88;"Vorsicht";"Nicht erwiesen"
11095;106;"geringfügig";"Gut untersucht."
11095;107;"mittelschwer";"Gut untersucht."
11095;413;"mittelschwer";"Begrenzt untersucht."
11095;10225;"mittelschwer";"Nicht erwiesen"
11095;10311;"mittelschwer";"Begrenzt untersucht."
11095;10594;"mittelschwer";"Nicht erwiesen"
11095;10802;"mittelschwer";"Nicht erwiesen"
11095;11028;"mittelschwer";"Gut untersucht."
11098;413;"mittelschwer";"Nicht erwiesen"
11098;12256;"mittelschwer";"Nicht erwiesen"
11100;43;"geringfügig";"Gut untersucht."
11100;63;"mittelschwer";"Begrenzt untersucht."
11100;70;"geringfügig";"Begrenzt untersucht."
11100;106;"geringfügig";"Begrenzt untersucht."
11100;107;"mittelschwer";"Begrenzt untersucht."
11100;413;"mittelschwer";"Nicht erwiesen"
11100;10025;"Vorsicht";"Begrenzt untersucht."
11100;10217;"geringfügig";"Gut untersucht."
11100;10224;"Vorsicht";"Begrenzt untersucht."
11100;11028;"mittelschwer";"Begrenzt untersucht."
11100;12256;"mittelschwer";"Gut untersucht."
11106;43;"geringfügig";"Gut untersucht."
11106;63;"mittelschwer";"Gut untersucht."
11106;107;"geringfügig";"Sehr gut untersucht."
11106;413;"mittelschwer";"Gut untersucht."
11106;452;"mittelschwer";"Gut untersucht."
11106;10237;"mittelschwer";"Gut untersucht."
11106;10348;"Vorsicht";"Gut untersucht."
11106;10525;"Vorsicht";"Begrenzt untersucht."
11106;10588;"mittelschwer";"Nicht erwiesen"
11106;10802;"mittelschwer";"Nicht erwiesen"
11106;10952;"Vorsicht";"Gut untersucht."
11106;12256;"mittelschwer";"Begrenzt untersucht."
11106;12330;"Vorsicht";"Gut untersucht."
11106;12799;"mittelschwer";"Begrenzt untersucht."
11109;43;"geringfügig";"Gut untersucht."
11109;63;"mittelschwer";"Begrenzt untersucht."
11109;206;"mittelschwer";"Gut untersucht."
11109;413;"mittelschwer";"Gut untersucht."
11109;452;"mittelschwer";"Nicht erwiesen"
11109;10224;"Vorsicht";"Gut untersucht."
11109;10802;"mittelschwer";"Nicht erwiesen"
11109;12256;"mittelschwer";"Begrenzt untersucht."
11109;12840;"mittelschwer";"Begrenzt untersucht."
11113;11647;"mittelschwer";"Begrenzt untersucht."
11113;12799;"geringfügig";"Begrenzt untersucht."
11136;125;"mittelschwer";"Begrenzt untersucht."
11136;207;"mittelschwer";"Begrenzt untersucht."
11136;10350;"Vorsicht";"Begrenzt untersucht."
11136;12210;"geringfügig";"Begrenzt untersucht."
11136;12278;"mittelschwer";"Begrenzt untersucht."
11136;12309;"geringfügig";"Begrenzt untersucht."
11139;10837;"mittelschwer";"Gut untersucht."
11140;107;"Vorsicht";"Begrenzt untersucht."
11140;207;"geringfügig";"Gut untersucht."
11140;416;"mittelschwer";"Begrenzt untersucht."
11140;10453;"Vorsicht";"Begrenzt untersucht."
11140;10837;"mittelschwer";"Begrenzt untersucht."
11142;11626;"geringfügig";"Begrenzt untersucht."
11142;12521;"mittelschwer";"Gut untersucht."
11154;8;"mittelschwer";"Begrenzt untersucht."
11154;10790;"mittelschwer";"Nicht erwiesen"
11154;12643;"mittelschwer";"Nicht erwiesen"
11164;206;"mittelschwer";"Begrenzt untersucht."
11187;10594;"mittelschwer";"Begrenzt untersucht."
11191;43;"Vorsicht";"Begrenzt untersucht."
11191;122;"schwerwiegend";"Gut untersucht."
11191;10072;"mittelschwer";"Begrenzt untersucht."
11191;12434;"mittelschwer";"Nicht erwiesen"
11196;11626;"Vorsicht";"Nicht erwiesen"
11196;12317;"Vorsicht";"Nicht erwiesen"
11203;10568;"mittelschwer";"Nicht erwiesen"
11207;43;"Vorsicht";"Begrenzt untersucht."
11207;73;"mittelschwer";"Begrenzt untersucht."
11207;335;"geringfügig";"Begrenzt untersucht."
11207;10094;"mittelschwer";"Begrenzt untersucht."
11207;10110;"mittelschwer";"Begrenzt untersucht."
11207;10225;"schwerwiegend";"Nicht erwiesen"
11207;10453;"mittelschwer";"Begrenzt untersucht."
11207;10474;"schwerwiegend";"Begrenzt untersucht."
11207;10865;"mittelschwer";"Begrenzt untersucht."
11207;10958;"mittelschwer";"Begrenzt untersucht."
11207;12205;"mittelschwer";"Begrenzt untersucht."
11207;12239;"mittelschwer";"Begrenzt untersucht."
11209;10;"geringfügig";"Gut untersucht."
11218;69;"mittelschwer";"Begrenzt untersucht."
11218;170;"mittelschwer";"Gut untersucht."
11218;10199;"schwerwiegend";"Begrenzt untersucht."
11218;10386;"Vorsicht";"Nicht erwiesen"
11218;10442;"schwerwiegend";"Begrenzt untersucht."
11218;10989;"mittelschwer";"Gut untersucht."
11218;12623;"mittelschwer";"Begrenzt untersucht."
11220;170;"mittelschwer";"Begrenzt untersucht."
11223;48;"Vorsicht";"Begrenzt untersucht."
11223;71;"mittelschwer";"Gut untersucht."
11231;323;"schwerwiegend";"Gut untersucht."
11235;10311;"mittelschwer";"Nicht erwiesen"
11235;12618;"schwerwiegend";"Begrenzt untersucht."
11236;71;"mittelschwer";"Begrenzt untersucht."
11236;126;"mittelschwer";"Begrenzt untersucht."
11236;12702;"schwerwiegend";"Nicht erwiesen"
11248;175;"geringfügig";"Gut untersucht."
11248;475;"geringfügig";"Begrenzt untersucht."
11248;10346;"geringfügig";"Gut untersucht."
11248;10442;"Vorsicht";"Gut untersucht."
11248;11626;"Vorsicht";"Begrenzt untersucht."
11248;12317;"Vorsicht";"Begrenzt untersucht."
11257;5;"mittelschwer";"Gut untersucht."
11257;18;"schwerwiegend";"Begrenzt untersucht."
11257;33;"schwerwiegend";"Begrenzt untersucht."
11257;43;"mittelschwer";"Begrenzt untersucht."
11257;63;"mittelschwer";"Begrenzt untersucht."
11257;108;"schwerwiegend";"Nicht erwiesen"
11257;109;"schwerwiegend";"Begrenzt untersucht."
11257;156;"mittelschwer";"Begrenzt untersucht."
11257;165;"schwerwiegend";"Nicht erwiesen"
11257;192;"schwerwiegend";"Nicht erwiesen"
11257;217;"mittelschwer";"Gut untersucht."
11257;427;"schwerwiegend";"Nicht erwiesen"
11257;475;"mittelschwer";"Begrenzt untersucht."
11257;10075;"schwerwiegend";"Begrenzt untersucht."
11257;10116;"schwerwiegend";"Nicht erwiesen"
11257;10126;"schwerwiegend";"Nicht erwiesen"
11257;10225;"schwerwiegend";"Begrenzt untersucht."
11257;10284;"schwerwiegend";"Nicht erwiesen"
11257;10353;"schwerwiegend";"Nicht erwiesen"
11257;10420;"schwerwiegend";"Nicht erwiesen"
11257;10603;"schwerwiegend";"Nicht erwiesen"
11257;10973;"schwerwiegend";"Begrenzt untersucht."
11257;11006;"schwerwiegend";"Nicht erwiesen"
11257;11048;"schwerwiegend";"Nicht erwiesen"
11257;12137;"schwerwiegend";"Nicht erwiesen"
11257;12207;"mittelschwer";"Gut untersucht."
11257;12385;"geringfügig";"Begrenzt untersucht."
11257;12395;"schwerwiegend";"Begrenzt untersucht."
11257;12399;"schwerwiegend";"Nicht erwiesen"
11257;12409;"schwerwiegend";"Nicht erwiesen"
11257;12413;"schwerwiegend";"Begrenzt untersucht."
11257;12414;"schwerwiegend";"Gut untersucht."
11291;30;"mittelschwer";"Gut untersucht."
11297;475;"mittelschwer";"Nicht erwiesen"
11303;412;"schwerwiegend";"Gut untersucht."
11306;183;"mittelschwer";"Begrenzt untersucht."
11306;10893;"schwerwiegend";"Begrenzt untersucht."
11308;12239;"mittelschwer";"Nicht erwiesen"
11330;27;"geringfügig";"Nicht erwiesen"
11330;29;"geringfügig";"Nicht erwiesen"
11350;30;"mittelschwer";"Begrenzt untersucht."
11373;63;"mittelschwer";"Begrenzt untersucht."
11373;174;"mittelschwer";"Begrenzt untersucht."
11374;11;"geringfügig";"Begrenzt untersucht."
11374;53;"mittelschwer";"Nicht erwiesen"
11374;127;"mittelschwer";"Begrenzt untersucht."
11374;152;"geringfügig";"Begrenzt untersucht."
11374;334;"mittelschwer";"Begrenzt untersucht."
11374;10046;"mittelschwer";"Begrenzt untersucht."
11374;11400;"mittelschwer";"Begrenzt untersucht."
11378;106;"mittelschwer";"Begrenzt untersucht."
11379;10287;"mittelschwer";"Begrenzt untersucht."
11379;10316;"Vorsicht";"Begrenzt untersucht."
11379;10331;"mittelschwer";"Gut untersucht."
11379;10348;"mittelschwer";"Begrenzt untersucht."
11379;10715;"schwerwiegend";"Gut untersucht."
11379;11626;"Vorsicht";"Begrenzt untersucht."
11390;106;"mittelschwer";"Begrenzt untersucht."
11390;122;"schwerwiegend";"Nicht erwiesen"
11390;318;"mittelschwer";"Nicht erwiesen"
11390;335;"mittelschwer";"Nicht erwiesen"
11390;426;"mittelschwer";"Begrenzt untersucht."
11390;10014;"mittelschwer";"Nicht erwiesen"
11390;10075;"mittelschwer";"Nicht erwiesen"
11390;10090;"mittelschwer";"Nicht erwiesen"
11390;12205;"schwerwiegend";"Begrenzt untersucht."
11390;12601;"mittelschwer";"Nicht erwiesen"
11390;12602;"mittelschwer";"Nicht erwiesen"
11390;12663;"mittelschwer";"Begrenzt untersucht."
11393;10388;"mittelschwer";"Gut untersucht."
11400;18;"mittelschwer";"Begrenzt untersucht."
11400;120;"mittelschwer";"Begrenzt untersucht."
11400;146;"mittelschwer";"Begrenzt untersucht."
11400;337;"geringfügig";"Begrenzt untersucht."
11400;10852;"mittelschwer";"Begrenzt untersucht."
11400;10875;"mittelschwer";"Begrenzt untersucht."
11400;11028;"mittelschwer";"Begrenzt untersucht."
11400;12526;"Vorsicht";"Begrenzt untersucht."
11459;10893;"mittelschwer";"Begrenzt untersucht."
11467;43;"geringfügig";"Begrenzt untersucht."
11467;107;"mittelschwer";"Begrenzt untersucht."
11469;10407;"geringfügig";"Begrenzt untersucht."
11493;12256;"mittelschwer";"Begrenzt untersucht."
11500;18;"schwerwiegend";"Nicht erwiesen"
11500;109;"schwerwiegend";"Nicht erwiesen"
11500;165;"schwerwiegend";"Nicht erwiesen"
11500;192;"schwerwiegend";"Nicht erwiesen"
11500;268;"schwerwiegend";"Nicht erwiesen"
11500;10075;"schwerwiegend";"Nicht erwiesen"
11500;10110;"schwerwiegend";"Nicht erwiesen"
11500;10311;"mittelschwer";"Begrenzt untersucht."
11500;10353;"schwerwiegend";"Nicht erwiesen"
11500;10666;"schwerwiegend";"Nicht erwiesen"
11500;11006;"schwerwiegend";"Nicht erwiesen"
11500;11048;"schwerwiegend";"Nicht erwiesen"
11500;11257;"schwerwiegend";"Nicht erwiesen"
11500;11640;"schwerwiegend";"Begrenzt untersucht."
11500;12127;"schwerwiegend";"Nicht erwiesen"
11500;12290;"mittelschwer";"Gut untersucht."
11500;12350;"schwerwiegend";"Nicht erwiesen"
11500;12391;"schwerwiegend";"Nicht erwiesen"
11500;12394;"schwerwiegend";"Nicht erwiesen"
11500;12399;"schwerwiegend";"Nicht erwiesen"
11500;12409;"schwerwiegend";"Nicht erwiesen"
11500;12778;"schwerwiegend";"Nicht erwiesen"
11500;12844;"schwerwiegend";"Nicht erwiesen"
11517;175;"Vorsicht";"Begrenzt untersucht."
11517;10096;"geringfügig";"Begrenzt untersucht."
11517;10316;"geringfügig";"Gut untersucht."
11517;11626;"geringfügig";"Gut untersucht."
11517;12323;"geringfügig";"Begrenzt untersucht."
11556;10453;"Vorsicht";"Nicht erwiesen"
11596;10072;"mittelschwer";"Begrenzt untersucht."
11626;130;"geringfügig";"Begrenzt untersucht."
11626;136;"geringfügig";"Begrenzt untersucht."
11626;295;"Vorsicht";"Begrenzt untersucht."
11626;10075;"mittelschwer";"Begrenzt untersucht."
11626;10130;"mittelschwer";"Begrenzt untersucht."
11626;12605;"mittelschwer";"Nicht erwiesen"
11640;63;"mittelschwer";"Gut untersucht."
11640;74;"mittelschwer";"Nicht erwiesen"
11640;158;"geringfügig";"Begrenzt untersucht."
11640;217;"geringfügig";"Begrenzt untersucht."
11640;268;"schwerwiegend";"Nicht erwiesen"
11640;430;"mittelschwer";"Begrenzt untersucht."
11640;10004;"schwerwiegend";"Gut untersucht."
11640;10075;"schwerwiegend";"Nicht erwiesen"
11640;10353;"schwerwiegend";"Begrenzt untersucht."
11640;10434;"schwerwiegend";"Begrenzt untersucht."
11640;10507;"schwerwiegend";"Begrenzt untersucht."
11640;10664;"Vorsicht";"Begrenzt untersucht."
11640;10917;"schwerwiegend";"Begrenzt untersucht."
11640;12160;"mittelschwer";"Begrenzt untersucht."
11640;12395;"schwerwiegend";"Begrenzt untersucht."
11640;12420;"geringfügig";"Begrenzt untersucht."
11640;12434;"mittelschwer";"Begrenzt untersucht."
11640;12470;"Vorsicht";"Begrenzt untersucht."
11640;12567;"mittelschwer";"Begrenzt untersucht."
11641;63;"mittelschwer";"Begrenzt untersucht."
11670;12036;"schwerwiegend";"Sehr gut untersucht."
11689;10388;"mittelschwer";"Begrenzt untersucht."
11700;30;"geringfügig";"Begrenzt untersucht."
11700;146;"mittelschwer";"Begrenzt untersucht."
11700;215;"Vorsicht";"Begrenzt untersucht."
11700;337;"mittelschwer";"Begrenzt untersucht."
11700;11028;"mittelschwer";"Begrenzt untersucht."
11700;12489;"mittelschwer";"Begrenzt untersucht."
11712;12244;"mittelschwer";"Gut untersucht."
11712;12245;"mittelschwer";"Gut untersucht."
11712;12246;"mittelschwer";"Gut untersucht."
11714;37;"geringfügig";"Begrenzt untersucht."
11728;7;"mittelschwer";"Gut untersucht."
11728;9;"mittelschwer";"Begrenzt untersucht."
11728;50;"schwerwiegend";"Gut untersucht."
11728;452;"geringfügig";"Begrenzt untersucht."
11728;10802;"geringfügig";"Begrenzt untersucht."
11728;12290;"mittelschwer";"Begrenzt untersucht."
11728;12320;"geringfügig";"Begrenzt untersucht."
11728;12434;"mittelschwer";"Begrenzt untersucht."
11731;319;"mittelschwer";"Begrenzt untersucht."
11731;10331;"mittelschwer";"Begrenzt untersucht."
11732;10075;"mittelschwer";"Begrenzt untersucht."
11735;33;"schwerwiegend";"Begrenzt untersucht."
11735;43;"geringfügig";"Begrenzt untersucht."
11735;63;"mittelschwer";"Begrenzt untersucht."
11735;88;"mittelschwer";"Begrenzt untersucht."
11735;413;"mittelschwer";"Begrenzt untersucht."
11735;10072;"mittelschwer";"Begrenzt untersucht."
11735;10196;"schwerwiegend";"Begrenzt untersucht."
11735;10413;"mittelschwer";"Begrenzt untersucht."
11735;10594;"mittelschwer";"Begrenzt untersucht."
11735;10666;"mittelschwer";"Begrenzt untersucht."
11735;10893;"mittelschwer";"Begrenzt untersucht."
11735;11207;"mittelschwer";"Begrenzt untersucht."
11740;475;"mittelschwer";"Begrenzt untersucht."
11740;10072;"mittelschwer";"Begrenzt untersucht."
11740;12174;"schwerwiegend";"Begrenzt untersucht."
11751;43;"mittelschwer";"Begrenzt untersucht."
11751;63;"mittelschwer";"Nicht erwiesen"
11751;159;"schwerwiegend";"Nicht erwiesen"
11751;170;"mittelschwer";"Nicht erwiesen"
11751;10008;"schwerwiegend";"Nicht erwiesen"
11751;10025;"geringfügig";"Begrenzt untersucht."
11751;10075;"schwerwiegend";"Nicht erwiesen"
11751;10183;"mittelschwer";"Nicht erwiesen"
11751;10453;"mittelschwer";"Gut untersucht."
11751;11209;"Vorsicht";"Begrenzt untersucht."
11751;12395;"schwerwiegend";"Begrenzt untersucht."
11768;58;"schwerwiegend";"Nicht erwiesen"
11768;157;"mittelschwer";"Begrenzt untersucht."
11768;180;"mittelschwer";"Begrenzt untersucht."
11768;10014;"mittelschwer";"Begrenzt untersucht."
11768;12602;"schwerwiegend";"Begrenzt untersucht."
11857;69;"Vorsicht";"Begrenzt untersucht."
11857;12633;"Vorsicht";"Nicht erwiesen"
11860;27;"Vorsicht";"Gut untersucht."
11917;63;"mittelschwer";"Nicht erwiesen"
11917;88;"Vorsicht";"Begrenzt untersucht."
11917;157;"mittelschwer";"Gut untersucht."
11917;170;"mittelschwer";"Nicht erwiesen"
11917;180;"mittelschwer";"Gut untersucht."
11917;214;"mittelschwer";"Nicht erwiesen"
11917;426;"Vorsicht";"Begrenzt untersucht."
11917;463;"mittelschwer";"Begrenzt untersucht."
11917;475;"mittelschwer";"Nicht erwiesen"
11917;10096;"mittelschwer";"Gut untersucht."
11917;10183;"mittelschwer";"Nicht erwiesen"
11917;10207;"mittelschwer";"Begrenzt untersucht."
11917;10573;"Vorsicht";"Nicht erwiesen"
11917;10588;"mittelschwer";"Nicht erwiesen"
11917;10864;"mittelschwer";"Begrenzt untersucht."
11917;10879;"mittelschwer";"Gut untersucht."
11917;11006;"schwerwiegend";"Nicht erwiesen"
11917;11095;"mittelschwer";"Nicht erwiesen"
11917;11106;"mittelschwer";"Begrenzt untersucht."
11917;11109;"Vorsicht";"Nicht erwiesen"
11917;11142;"geringfügig";"Begrenzt untersucht."
11917;11223;"mittelschwer";"Begrenzt untersucht."
11917;12290;"mittelschwer";"Begrenzt untersucht."
11917;12355;"geringfügig";"Begrenzt untersucht."
11928;10072;"schwerwiegend";"Gut untersucht."
11928;10186;"mittelschwer";"Nicht erwiesen"
11928;10196;"schwerwiegend";"Begrenzt untersucht."
11928;11191;"schwerwiegend";"Nicht erwiesen"
11928;11768;"mittelschwer";"Gut untersucht."
11942;18;"schwerwiegend";"Nicht erwiesen"
11942;70;"schwerwiegend";"Nicht erwiesen"
11942;91;"schwerwiegend";"Nicht erwiesen"
11942;159;"schwerwiegend";"Nicht erwiesen"
11942;165;"schwerwiegend";"Nicht erwiesen"
11942;176;"schwerwiegend";"Nicht erwiesen"
