"ID";"Hersteller";"Postleitzahl";"Stadt";"Straße und Hausnummer"
18507;"Veracus GmbH";"27572";"Bremerhaven";"Fischkai 1"
18510;"Doctor Duve Medical Skin Care GmbH";"80333";"München";"Perusastr. 5"
18511;"Iceberg.De Vitalmedizin Und Neue Medien GmbH & Co. KG";"30177";"Hannover";"Pelikanplatz 13"
18513;"Philmed Gesundheit GmbH";"07743";"Jena";"Erbertstr. 2"
18514;"Alprevent GmbH";"21339";"Lüneburg";"Bessemerstr. 3"
18518;"Die Bäcker-Brüder Alfons Und Franz Neumeier Gbr";"83483";"Bischofswiesen";"Im Stangenwald 40"
18520;"Handelsonderneming Van Der Loop";"5583";"Ad Waalre";"Irenelaan 2c"
18522;"Mhs Medizinalhandel Strausberg GmbH & Co. KG";"15344";"Strausberg";"Lehmkuhlenring 36"
18524;"Prodena Reha Medizinprodukte Ug (Haftungsbeschränkt)";"66123";"Saarbruecken";"Dr.-Schoenemann-Str. 46"
18525;"Kimetec GmbH";"71254";"Ditzingen";"Gerlinger Str. 36-38"
18526;"Patz GmbH Medizintechnik";"46286";"Dorsten";"Köhler Feld 10"
18527;"Wira GmbH Vertrieb Pharmazeutischer Präparate";"50259";"Pulheim";"Friedenstr. 14B"
18530;"Naturwohl Pharma GmbH";"82166";"Gräfelfing";"Am Haag 14"
18532;"Bodymed AG";"66459";"Kirkel";"Am Tannenwald 6"
18533;"Oxentis GmbH";"37154";"Northeim";"Alte Poststraße 2"
18535;"Black Bear GmbH";"1230";"Wien";"Triesterstr. 346"
18536;"Bgt-Gesundheitsprodukte GmbH";"10965";"Berlin";"Lilienthalstr. 14"
18540;"Wellnest International Ltd";"RH19 1DQ";"East Grinstead West Sussex";""
18543;"Hech Europe GmbH";"12623";"Berlin";"Landsberger Str. 251"
18544;"Vitis Traubenkern GmbH";"54349";"Trittenheim";"Spielesstr. 17"
18547;"Medicohyl Pharma GmbH";"48167";"Münster";"Flasskuhl 23"
18548;"Probio Naturprodukte Handelsgesellschaft Mbh";"61118";"Bad Vilbel";"Frankfurter Str. 47-49"
18553;"Heck Hygiene GmbH";"34225";"Fuldabrück";"Ostring 1"
18554;"Adano GmbH";"1150";"Wien";""
18556;"K-Active Europe GmbH";"97859";"Wiesthal";"Krommenthaler Str. 38"
18558;"Dt GmbH Bio Wellness";"70199";"Stuttgart";"Mörikestr. 67"
18559;"Humanchemie GmbH";"31061";"Alfeld / Leine";"Hinter Dem Kruge 5"
18561;"Floressa E.K.";"77876";"Kappelrodeck";"Bobenholzweg 4"
18568;"Theraline E.K.";"53567";"Buchholz";"Industriepark Nord 45"
18569;"Urodirect GmbH";"82054";"Sauerlach";"Eichenhausener Str. 26"
18570;"Love Remedies Deutschalnd Christiane Hobert E.K.";"31515";"Wunstorf";"Ostenmeer 37"
18571;"Image GmbH";"26954";"Nordenham";"Adolf-Vinnen-Str. 38"
18572;"Tordynex Medical Aktiengesellschaft";"53902";"Bad Münstereifel";"In Der Buch 9"
18575;"Ifm-Gerbershagen GmbH";"87719";"Mindelheim";"Landsberger Str. 5"
18576;"Amefa GmbH";"65549";"Limburg";"In Den Fritzenstücker 9-11"
18577;"Medi-Safe Jens Günter Pfretzschner";"08468";"Reichenbach";"Buchensr. 26"
18579;"Gerbion GmbH & Co. KG";"70806";"Kornwestheim";"Remsstr. 1"
18580;"Dakom Warenvertrieb Ariane Ramona Esser";"42369";"Wuppertal";"Dickestr. 24"
18587;"Active Bio Life Science GmbH";"47809";"Krefeld";"Bischofstrasse 120"
18591;"Trigocare International GmbH";"51674";"Wiehl";"In Den Wiesen 3"
18592;"Mco Health B.V.";"";"1301 Ag Almere";"Wormerweg 1"
18593;"Smith Commerce Smith & Smith Gbr";"23701";"Eutin";"Max-Planck-Str. 3"
18594;"Pro Balance Handelsgesellschaft Mbh";"60314";"Frankfurt Am Main";"Hanauer Landstr. 423A"
18601;"Vitalona GmbH & Co. KG";"24106";"Kiel";"Feldstrasse 251"
18603;"Netmed S.A.R.L.";"6637";"Wasserbillig";""
18605;"Embemed Bleckmann Medicalprodukte GmbH";"22761";"Hamburg";""
18606;"Trias Medical Group GmbH & Co. KG";"04103";"Leipzig";"Friedrich-List-Platz 1"
18612;"Udo Heisig GmbH";"85640";"Putzbrunn";"Hermann-Oberth-Str. 17"
18613;"Genuport Trade GmbH";"22848";"Norderstedt";"Gutenbergring 60"
18615;"Identymed GmbH";"80636";"München";"Albrechtstrasse 26"
18616;"Permamed AG";"4106";"Therwil";"Ringstr. 29"
18617;"Neurotronics GmbH";"12489";"Berlin / Adlershof";"Albert-Einstein-Str. 14"
18618;"Dr.K.Hönle Medizintechnik GmbH";"86916";"Kaufering";"Viktor-Frankl-Str. 20"
18621;"Health Med International Ltd. & Co. KG";"80799";"München";"Amalienstr. 71"
18622;"Fleser Pharma GmbH";"10551";"Berlin";"Wiclefstr. 16-17"
18624;"Pharmacare GmbH";"82041";"Oberhaching";"Raiffeisenallee 16"
18626;"Shantys Limited";"";"Rm8 1hj Dagenham Essex";""
18628;"Hawlik Gesundheitsprodukte GmbH";"82064";"Straßlach";"Gewerbestr. 8"
18629;"Levica GmbH";"81475";"München";"Geisenbrunner Str. 69a"
18630;"Sekavit Ug (Haftungsbeschränkt)";"08523";"Plauen";"Rathausstr. 5"
18633;"Pure & Clean Of Switzerland Sa";"6926";"Montagnola";"Via Valegia 44/3"
18634;"Farstar Medical GmbH";"22885";"Barsbüttel";"Hanskampring 12"
18636;"Phs Medical GmbH";"34277";"Fuldabrück";"Ederweg 3"
18637;"Recovet GmbH";"20251";"Hamburg";"Hegestr. 16"
18639;"Sales Dynamix GmbH";"59302";"Oelde";"Joseph-Cardijn-Str. 9"
18642;"Pharmavital GmbH";"53121";"Bonn";"Saime-Genc-Ring 14"
18645;"Aquyo Cosmetics Inh. Thomas Wirtz";"06809";"Roitzsch";"Mühlweg 16"
18647;"Etac GmbH";"45770";"Marl";"Bahnhofstr. 131"
18648;"Posthorax GmbH";"1230";"Wien";"Valentingasse 6"
18649;"Delta Med S.R.L.";"46019";"Viadana (Mn)";"Via Guido Rossa 20"
18650;"Decontam GmbH";"91438";"Bad Windsheim";"Hofmannstr. 13"
18651;"Hs-Activa GmbH";"84513";"Töging Am Inn";"Heinrich Hertz Str. 6"
18652;"Yingli Europe GmbH";"45770";"Marl";"Flämingstr. 11"
18654;"Nutri-Fit GmbH & Co. KG";"49439";"Steinfeld-Mühlen";"Am Hövel 12"
18655;"Superkost GmbH";"12557";"Berlin";"Schönerlinderstr. 5"
18658;"Duomedica GmbH";"63477";"Maintal";"Wilhelm-Roentgen-Str. 10"
18660;"Vitalyte Gbr Kerstin Klöffer Thorsten R. Maier";"67061";"Ludwigshafen";"Hafenstr. 19"
18661;"Linda AG";"50996";"Köln";"Industriestr. 1a"
18662;"Trendage Ug";"83071";"Stephanskirchen";"Moosstr. 3"
18665;"Groß- U. Einzelhandel Strumpfvertrieb Himmel E.K.";"46519";"Alpen";"Weseler Str. 74"
18667;"Npv-Ranzau (Natur Pur Versand Ranzau) Marcus Ranzau";"45479";"Mülheim An Der Ruhr";"Kirchstr. 69"
18669;"Whitewall GmbH C/O S-Lifestyle Group GmbH";"10969";"Berlin";"Ritterstrasse 11"
18671;"Dermacon GmbH";"36145";"Hofbieber";"Am Manggraben 10"
18673;"Ampri Handelsgesellschaft Mbh";"21435";"Stelle";"Rolf-Uhrmacher-Allee 1a"
18674;"Erbasens Dr. Elke Schulz";"78462";"Konstanz";"Gartenstraße 6"
18675;"Medx5 GmbH & Co. KG";"86316";"Friedberg / Bayern";"Wintergasse 8-10"
18676;"Topmedicare GmbH";"66299";"Friedrichsthal";"Johann-Sebastian-Bach-Str. 13"
18677;"Uroclean GmbH";"77694";"Kehl-Leutesheim";"Bodersweirerstr. 30"
18681;"LFM-Diagnostika oHG";"97082";"Würzburg";"Spessartstr. 9"
18682;"Nw Umweltlösungs Und -Technik GmbH";"65719";"Hofheim";"Lessingstr. 45"
18683;"Otc Interpharma GmbH";"50859";"Köln";"Brauweiler Str. 14"
18684;"Bioactive Food GmbH";"23795";"Bad Segeberg";"Am Ihlsee 36a"
18689;"At Technologies GmbH";"42929";"Wermelskirchen";"Schwanen 10"
18690;"Livondo GmbH & Co. KG";"54296";"Trier";"Max-Planck-Str. 18-20"
18691;"Maku Tec Kg Industrie- Und Medizintechnik";"99091";"Erfurt";"Zittauer Str. 27"
18693;"Monasan GmbH";"83022";"Rosenheim";"Gießereistr. 6-8"
18694;"C-M-T-S Dipl. Ing. Paul Wehrenpfennig";"85579";"Neubiberg";"Hauptstr. 192"
18695;"Darssnaturalis GmbH";"18375";"Prerow";"Hagenstr. 3c"
18696;"Sandorado - Der Sanddornshop Inh. Claus Plachetka";"26919";"Brake";"Lange Str. 160"
18698;"Water & Salt AG";"6340";"Baar";"Grabenstr. 25"
18700;"Starz Medical Systems Ug (Haftungsbeschränkt)";"71065";"Sindelfingen";"Burghaldenstr. 46"
18701;"Actimare Natural Cosmetics-Visionstreet Patrick Wagner";"47443";"Moers";"Merkurweg 21"
18702;"Publicare GmbH";"50829";"Koeln";"Am Wassermann 20-22"
18703;"Inkanatura E. K. Inh. Antonio Moleros";"80689";"München";"Rolf-Pinegger-Str. 10"
18704;"Art Project Design- Entwicklungs- Und Handelsgesellschaft Mbh";"22335";"Hamburg";""
18707;"Atc Vertriebs- Und Immobilien GmbH";"44536";"Lünen";"Am Brambusch 4"
18711;"Emspoma Shop Tomas Vanicek";"85457";"Wörth/Hofsingelding";"Nordring 11"
18714;"Alvito GmbH";"90429";"Nürnberg";"Fürther Str. 244e"
18715;"Eveana Ug (Haftungsbeschränkt)";"27755";"Delmenhorst";"Brendelweg 248"
18716;"Flen Health GmbH";"40212";"Düsseldorf";"Königsallee 92a"
18717;"Novadia GmbH";"01796";"Pirna";"Königsteiner Str. 6b"
18719;"Bidipharma GmbH";"22962";"Siek";"Bültbek 5"
18720;"Tytex GmbH";"51674";"Wiehl";"Am Hans-Teich 16"
18723;"Impex Trading E. Kfm. Stephan Christopher Cadell";"32457";"Porta Westfalica";"Mittelfeld-Nord 1"
18724;"Top Caredent AG";"8047";"Zürich";"Fellenbergstr. 279"
18726;"Büttner Kg";"09518";"Grossbruerswalde";"Oberdorf 52"
18727;"Sprotte Pharma GmbH";"66740";"Saarlouis";"Magaretenstraße 52b"
18730;"Alnova Ug (Haftungsbeschränkt)";"76228";"Karlsruhe";"Esslinger Str. 61"
18731;"Milchkristalle GmbH";"80802";"München";"Occamstr. 9"
18733;"Olympus Deutschland GmbH";"20097";"Hamburg";"Wendenstr. 14-18"
18734;"Count GmbH";"85716";"Unterschleißheim";"Adalbert-Stifter-Str. 12"
18738;"Allin Diätetik GmbH";"1190";"Wien";"Grinzingerstr. 55"
18741;"Dr. Demuth GmbH & Co. KG";"37191";"Katlenburg";"Osteroder Str. 12"
18742;"Dermasthetik GmbH";"85399";"Hallbergmoos";"Lilienthalstr. 21"
18744;"Arnika International GmbH";"79664";"Wehr";"Industriestr. 12"
18745;"Ecoaction GmbH";"50354";"Hürth";"Rodenkirchener Straße 8"
18747;"Tmatec GmbH";"51065";"Köln";"Jan-Wellem-Str. 1"
18749;"Eresearch Technology GmbH";"97204";"Höchberg";"Leibnizstr. 7"
18751;"Wiest Uropower Ltd.";"14478";"Potsdam";"Verkehrshof 17"
18752;"Sanaexpert GmbH";"80336";"München";""
18753;"Phc Premium Hygiene & Cosmetics GmbH & Co. KG";"33719";"Bielefeld";"Striegauer Str. 11"
18754;"Biopure GmbH";"79112";"Freiburg-Waltershofen";"Im Moos 13"
18755;"Artemed Products GmbH";"81375";"München";"Rudelsburgstr. 8"
18756;"Pilze Wohlrab GmbH & Co. KG";"85307";"Entrischenbrunn";"Entrischenbrunn 3"
18757;"Coropharm GmbH";"9500";"Villach";"Hausergasse 27"
18761;"Gustav Wilms Ohg";"49152";"Bad Essen";"Im Glanetal 6"
18763;"Ayuropa Susanne Und Robert Krauss Gbr";"94086";"Bad Griesbach";"Postberg 20"
18765;"Frida Ventures GmbH";"12355";"Berlin";"Schriftsetzerweg 21a"
18769;"Austrinus GmbH";"80335";"München";"Dachauer Str. 4"
18770;"Olibanum B.V.";"6461";"Kb Kerkrade";"Eurode Park 1-45"
18771;"Procon Gesellschaft Für Kontinenzversorgung Rehabilitation Mbh";"22393";"Hamburg";"Saseler Bogen 6"
18772;"Academie Scientifique De Beaute GmbH";"76534";"Baden-Baden";"Schneidweg 8"
18774;"Mrc Systems GmbH";"69123";"Heidelberg";"Hans-Bunte-Str. 8-10"
18776;"Nami Inh. Naoko Koda";"50668";"Koeln";"Domstrasse 91"
18782;"Menapharm Deutschland GmbH";"48149";"Münster";"Mendel Str. 11"
18783;"Labotect Labor-Technik Göttigen GmbH";"37124";"Rosdorf";"Kampweg 12"
18784;"medichema GmbH";"09112";"Chemnitz";"Weststr. 57"
18787;"Kalixan AG";"8802";"Kilchberg";"Alte Landstr. 4"
18788;"Tecomedical GmbH";"32257";"Bünde";"Wasserbreite 57"
18790;"Biozoon GmbH";"27572";"Bremerhaven";"Fischkai 1"
18794;"Hyposan Thorsten Ortgies";"32120";"Hiddenhausen";"Zum Uphof 12"
18795;"Zepter Medical GmbH";"41061";"Moenchengladbach";"Fliethstr. 67"
18796;"Vitalkuren GmbH";"63128";"Dietzenbach";"Dieselstr. 2"
18797;"Herbich Michael Sp. Z.O.O. Herbich Gracia";"65-240";"Zielona Gora";"Akademicka 17"
18799;"Herbacus Essentics Products - Dietmar Zamberger -";"46244";"Bottrop";"Alleestraße 1"
18800;"The Boots Company Plc";"NG2 3AA";"Nottingham";""
18801;"Hahn Medical Systems GmbH";"72076";"Tübingen";"Paul-Ehrlich-Str. 11"
18802;"Globovita GmbH";"45145";"Essen";"Kruppstr. 82-100"
18807;"Dr Schenck Pharma GmbH";"40468";"Düsseldorf";"Deikerstr. 33"
18808;"Bioenergy Healthcare GmbH";"50668";"Köln";"Konrad-Adenauer-Ufer 101"
18810;"Cs Diagnostics GmbH";"41460";"Neuss";"Stresemannallee 4c"
18813;"Venobis Vertrieb Deutschland Kornet Ohg";"49770";"Herzlake";"Löninger Str. 21"
18817;"Dok-Nik";"10585";"Berlin";"Wilmersdorferstr. 159"
18818;"Zigavus Gülser Sür-Karduz";"75172";"Pforzheim";"Goethestr. 45-47"
18821;"Medishop - Medizinischer Handel Jürgen Single";"71696";"Möglingen";"Ludwigsburger Str. 85"
18824;"Auridrop GmbH & Co. KG";"44269";"Dortmund";"Amsterdamer Weg 70"
18827;"Elito Health Science GmbH";"6460";"Imst";"Schustergasse 14"
18828;"Nikolaus Ludwig GmbH";"8280";"Fürstenfeld";"Jahnstr. 30A"
18833;"Pharma Dynamics GmbH";"22397";"Hamburg";"Raamstieg 17"
18834;"Solumed Helga Koehler";"79102";"Freiburg";"Brombergstr. 33"
18836;"Grachtenhaus GmbH";"20459";"Hamburg";""
18837;"Ring Apotheke Inh. Thomas Beck E.K.";"27777";"Ganderkesee";"Ring 26"
18838;"Maximilium Apotheke Ohg";"86609";"Donauwörth";"Kapellstraße 42"
18840;"My Supps GmbH & Co. KG";"25474";"Ellerbek";"Breslauer Str. 17a"
18841;"Elka Systems GmbH";"31275";"Lehrte";"Feldstraße 12"
18845;"Bila GmbH & Co. KG";"52382";"Niederzier";"St. Norbert Strasse 23"
18849;"Delfiemo Gbr";"70806";"Kornwestheim";"Jakobstr. 2"
18853;"Fangocur GmbH";"8350";"Fehring";"Brunn 105b"
18855;"H-Medical GmbH Medizinprodukte - Großhandel";"22941";"Bargteheide";"Heinrich-Hertz-Str. 12"
18861;"Msp Concept GmbH & Co. KG";"10719";"Berlin";"Emser Str. 39d"
18862;"Sanguvit GmbH";"90402";"Nürnberg";"Brunnengasse 50"
18866;"An.Mut Kosmetik GmbH";"41236";"Mönchengladbach";"Moses-Stern-Str. 1"
18868;"Australian Bodycare Continental Aps";"5492";"Vissenbjerg";"Traevaenget 14"
18869;"Xadora Cosmetics GmbH";"33397";"Rietberg";"Hanebrink 1"
18870;"Kibodan A/S";"2820";"Gentofte";"Mesterlodden 42"
18871;"Gallmed Ltd.";"6500";"Baja";""
18874;"Sowell GmbH";"40239";"Düsseldorf";"Mathildenstr. 37"
18876;"Lavanta Sevgi Bicakci";"53113";"Bonn";"Reuterstr. 56"
18881;"Hewa Tea & More Haloluwa Mudalige Hewakandamby";"58553";"Halver";"Herpiner Weg 16"
18884;"Philipp Henn";"40545";"Düsseldorf";"Vossen Links 10"
18885;"Schäfer┤S Süsse Werbung Ralph Schäfer";"93077";"Bad Abbach";"Industriestr. 9"
18888;"Latschenkieferprodukte Otto Althammer E.K.";"83404";"Ainring";"Adalbert-Stifter-Str. 10"
18889;"Amosal GmbH";"83071";"Stephanskirchen";"Reichenberger Str. 30"
18890;"Agenki GmbH";"73773";"Aichwald";"Karlsteinstr. 6"
18891;"Ioi Handelsgesellschaft Mbh";"20095";"Hamburg";"Bergstr. 11"
18894;"Dr. Claus Pharma GmbH";"72070";"Tübingen";"Jakobsgasse 26"
18897;"Fcn (Fein-Chemikalien Nord)";"23919";"Behlendorf";"Herrenstr. 28"
18898;"Sastomed GmbH";"49124";"Georgsmarienhütte";"Brüsseler Str. 2"
18901;"Niceone GmbH";"80337";"München";"Zenettistr. 47"
18903;"Mc Pharma & Cosmetics";"66503";"Dellfeld";"Hubstrasse 22"
18905;"Adamus Group GmbH";"38820";"Halberstadt";"In Den Langen Stücken 8"
18907;"Menz & Könecke GmbH";"41372";"Niederkrüchten";"An Der Beek 255"
18908;"Bonissimo GmbH";"80336";"München";"Schillerstr. 40"
18910;"Dreve Dentamid GmbH";"59423";"Unna";"Max-Planck-Str. 31"
18917;"Wegeno Handelsgesellschaft Mbh";"48531";"Nordhorn";"Hüsemanns Esch 12"
18920;"Inwater Biotec GmbH";"24147";"Kiel";"Preetzer Str. 207"
18924;"Somatem GmbH";"63667";"Nidda";"Im Weinfurth 14"
18926;"preOx.RS GmbH";"65549";"Limburg";"In den Fritzenstücker 2"
18936;"Mw Balance AG";"8866";"Ziegelbrücke";"Spinnereistr. 2"
18939;"Heidelberg-Apotheke Inh. Johannes Ertelt E.K.";"72406";"Bisingen";"Heidelbergstr. 22"
18941;"Aidamed E.K. - Produktion & Vertrieb Med. Produkte & Med. Geräte";"90489";"Nürnberg";"Fröbelstr. 10"
18942;"Mydental GmbH";"58642";"Iserlohn";"Rotehausstr. 36"
18945;"Adpharm GmbH";"22587";"Hamburg";"Op'N Kamp 30"
18946;"Medi Fachhandel E.K.";"67105";"Schifferstadt";"Salierstr. 51"
18947;"ebiga-VISION GmbH";"10405";"Berlin";"Prenzlauer Allee 188"
18948;"Jarrow Deutschland GmbH";"12203";"Berlin";"Holbeinstr. 55"
18949;"Pro Bono Bio International Trading Ltd.";"VLT 1436";"Valetta";""
18950;"Vitry Freres Sa";"44140";"Le Bignon";""
18953;"Az Zahncreme GmbH";"90480";"Nürnberg";"Ginsterweg 17"
18957;"Dr. Koll Biopharm GmbH";"53474";"Bad Neuenahr";"Am Johannisberg 68-70"
18958;"Metec Produktions GmbH Inh. Norbert Hilpert E.K.";"89231";"Neu-Ulm";"Messerschmittstr. 43a"
18959;"Ace Handels- & Entwicklungs GmbH";"83395";"Freilassing";""
18961;"Schäfer Produkte GmbH";"42327";"Wuppertal";"Simonshöfchen 53"
18962;"Health & Vitamins Tobias Rottau";"45139";"Essen";"Von Der Tann Str. 1"
18963;"Noordzorg B.V.";"9645 KX";"Veendam";"Transportweg 64"
18964;"La Marchante Ug (Haftungsbeschränkt) Jill-Evelyn Hellwig";"60329";"Frankfurt Am Main";"Taunusstr. 21"
18966;"Breu GmbH";"85640";"Putzbrunn";"Innstr. 12"
18967;"Fixxglove Ltd.";"69253";"Heiligkreuzsteinach";"Eiterbacher Str. 19"
18968;"Dr Juice Marketing Co J.B.B. Vertriebsb";"3529";"Miskolc";"Szilagyi Dezsö U. 29"
18970;"Dr. Goerg GmbH";"56424";"Montabaur";"Heidchenstr. 9"
18971;"S.I.Cell S.P.A.";"45024";"Fiesso Umbertiano";"Via Occhiobello 625"
18973;"Markenchalet GmbH";"40229";"Düsseldorf";"Ellerkirchstr. 12"
18974;"Elkomed AG";"9524";"Zuzwil";"Industriestr. 11"
18975;"Infox GmbH & Co. Informationslogistik Kg";"53842";"Troisdorf";"Genker Str. 20"
18977;"ACA Müller ADAG Pharma Vertriebs GmbH";"78247";"Hilzingen";"Heilsbergstr. 27"
18978;"Ceylon Health Care GmbH";"41564";"Kaarst";"Mittelstr. 42"
18979;"Kpdm GmbH";"25451";"Quickborn";"Ernst-Abbe-Str. 10"
18980;"Olimp Laboratories Germany Zn Der Olimp Laboratories Sp.Z.O.O";"63450";"Hanau";"Güterbahnhofstr. 3-7"
18981;"Mwp GmbH";"29223";"Celle";"Harburger Straße 34"
18982;"Aeromedic GmbH";"51647";"Gummersbach";"Veste 4"
18986;"Intercontakt GmbH";"71642";"Ludwigsburg";"Mergentheimerstr. 20"
18987;"Moebert Probas Ug (Haftungsbeschränkt)";"24220";"Flintbek";"Meisenbogen 25"
18989;"Kimberly-Clark GmbH Gb - Professional";"56070";"Koblenz";"Carl-Spaeter-Str. 17"
18992;"Heinz Kurz GmbH";"72144";"Dusslingen";"Tuebinger Strasse 3"
18993;"Apomanum GmbH";"85250";"Altomünster";"Bahnhofstr. 8"
18994;"Global Vision Medical GmbH";"53604";"Bad Honnef";"Herchenrotherstr. 2"
18997;"Alphacaps GmbH";"32832";"Augustdorf";"Nord-West-Ring 1-5"
18998;"Providus-Diagnostics Inh. Michael Folk";"04838";"Jesewitz";"An Den Teichen 4"
19000;"Abs-Otc-Vertrieb Rmt GmbH";"6290";"Mayrhofen";"Hauptstr. 436"
19001;"Dmnor GmbH";"22453";"Hamburg";"Bei Der Pulvermühle 7"
19003;"Promateum GmbH Management-Technik-Umwelt";"55218";"Ingelheim / Rhein";"Kiedricher Str. 31"
19006;"Heliolux GmbH";"97688";"Bad Kissingen";"Pfaffstr. 3-11"
19012;"Trotec Health Care GmbH";"52525";"Heinsberg";"Grebbener Str. 7"
19013;"Pharma Service Veit Arthur-Peter Veit";"06258";"Schkopau Ot Lochau";"Karl-Witte-Straße 2"
19015;"Mamavita Ug(Haftungsbeschränkt)";"81476";"München";"Mindelheimer Str. 11"
19016;"Thd Spa";"42015";"Correggio";"Via Industria 1"
19018;"Saeta Haarkosmetik Dr. Stephan";"83435";"Bad Reichenhall";"Bahnhofstr. 21a"
19019;"Andanza International Inh. Ulrich Carl Östreicher";"37276";"Meinhard";"Zum Werrablick 4"
19020;"Illes GmbH";"12107";"Berlin";"Porschestr. 22-24"
19022;"Dr. Muin Pharmamed GmbH";"81925";"München";"Lohengrinstrasse 25"
19024;"Hugo Frosch GmbH Designprodukte Aus Kunststoff";"86489";"Deisenhausen";"Günztalstr. 120"
19030;"Curly & Smooth Licensing & Trading GmbH & Co. KG";"82110";"Germering";"Dornierstr. 5"
19032;"Dr. Lechner GmbH";"6370";"Kitzbühel";"Am See 20"
19033;"Origio GmbH";"10717";"Berlin";"Bundesallee 39-40"
19034;"Tastygoods Ug (Haftungsbeschränkt)";"61118";"Bad Vilbel";"Am Alten Wehr 9"
19036;"Rebopharm Arzneimittelvertriebs GmbH";"46395";"Bocholt";"Schlavenhorst 6"
19037;"Swiss Natural Care GmbH";"79725";"Laufenburg";"Rappensteinstr. 2"
19038;"Vitaking GmbH";"61462";"Königstein Im Taunus";"Limburger Str. 20a"
19039;"Agilpharma GmbH";"87719";"Mindelheim";"Allgäuer Str. 9"
19041;"Mosermed GmbH";"53117";"Bonn";"Mertensgasse 16"
19044;"Medline International Germany GmbH";"47533";"Kleve";"Wilhelm-Sinsteden-Str. 5-7"
19045;"Biohit Oyj";"00880";"Helsinki";"Laippatie 1"
19046;"Bionatural GmbH";"15806";"Zossen";"Märkische Str. 69"
19047;"Anti-Infect Medizinprodukte GmbH";"21244";"Buchholz";"Jungfernstieg 2a"
19051;"Noracent Pharma Handels GmbH";"40822";"Mettmann";"Willettstr. 10"
19052;"Jw Trading Jörg Wiggerink";"49824";"Emlichheim";"Westerhook 13a"
19056;"Plantacon Ug Harald Krauß";"64390";"Erzhausen";"Bahnstr. 92"
19057;"Kff Naturprodukte GmbH";"56414";"Dreikirchen";"Am Mühlenweg 15"
19059;"Reer GmbH";"71229";"Leonberg";"Mühlstr. 41"
19060;"Dr. Bosshammer Swiss Pharma GmbH";"5040";"Schöftland";"Südweg 5B"
19063;"Biolyt R.Michele & Claude Geuggis";"6652";"Tegna";""
19068;"Reboot Inh. Stefan Rack";"12203";"Berlin";"Dürerstr. 52"
19069;"Straub GmbH";"97877";"Wertheim";"Otto-Schott-Str. 33"
19071;"Ulti Med Products GmbH";"22926";"Ahrensburg";"Reeshoop 1"
19075;"Humantechnik GmbH Gesellschaft Zur Humanisierung Der Lebens- Und Arbeitsumwelt";"79576";"Weil Am Rhein";"Im Wörth 25"
19077;"Superhotpad Ug (Haftungsbeschränkt)";"96317";"Kronach";"Kulmbacher Str. 6"
19078;"Aesculapius-Rmd GmbH";"82024";"Taufkirchen";"Wettersteinstraße 6"
19085;"Mom&Mommy GmbH";"26871";"Papenburg";""
19092;"Weyergans High Care AG";"52355";"Düren";"An Gut Boisdorf 8"
19093;"Amts-System GmbH";"44369";"Dortmund";"Rahmer Str. 6"
19097;"Cook Deutschland GmbH";"41066";"Mönchengladbach";"Krefelder Str. 745"
19101;"Alpnutrition GmbH";"40225";"Düsseldorf";"Merowingerplatz 1"
19105;"Star-Naturwollprodukte Und Mehr E.K. (Star-Medico)";"73529";"Schwäbisch Gmünd";"Bucher Weg 18"
19107;"Synergen AG";"78462";"Konstanz";"Bodanstr. 40"
19109;"Dr. Oelschläger Natura Trade Dr. Andreas Oelschläger";"45661";"Recklinghausen";"Charlottenburger Str. 15"
19112;"Plurogen Therapeutics Inc.";"19403";"Norristown Pennsylvania";""
19120;"Proreo Pharma GmbH";"40885";"Ratingen";"Am Geist 16"
19121;"Junapharm GmbH";"55129";"Mainz";"Peter-Hofmann-Str. 16a"
19122;"Dr. R. Heberer Naturheilmittel GmbH";"73087";"Bad Boll";"Reuteweg 6"
19124;"Koczyba GmbH";"52249";"Eschweiler";"Max-Planck-Str. 7b"
19125;"ASCONEX Formentera S.L.";"65606";"Villmar";"Leistenbachstr. 1"
19126;"Solnova AG";"8702";"Zollikon";"Binderstr. 62"
19127;"Harras-Apotheke Apotheker Dr. Karl Heinz Sensch";"81373";"München";"Am Harras 15"
19128;"Cool & Move Ug (Haftungsbeschränkt)";"47546";"Kalkar (Kehrum)";"Wöhrmannstr. 15"
19131;"Bogar AG";"8304";"Wallisellen";"Industriestrasse 50A"
19133;"Dhb GmbH & Co. KG";"33175";"Bad Lippspringe";"Savignystr. 13a"
19134;"Aqua-Levis Konstantinos Filippos Tsalikis";"30161";"Hannover";"Celler Str. 44"
19135;"Klar Seifen GmbH";"69126";"Heidelberg";"Hatschekstr. 23"
19136;"Gehrlicher Pharmazeutische Extrakte GmbH";"82547";"Eurasburg";"Robert-Koch-Str. 5"
19140;"Striebelwatte E. Kfr.";"89287";"Bellenberg";"Bahnhofstr. 20"
19150;"Herbalux Deutschland GmbH";"46286";"Dorsten";"Dülmener Str. 17"
19156;"Fedo GmbH & Co. KG";"46284";"Dorsten";"Halterner Str. 29"
19157;"Bonafair AG";"8274";"Tägerwilen";"Konstanzerstr. 19"
19158;"Eca Medical Handels- GmbH";"6265";"Hart Im Zillertal";"Niederhart 100"
19160;"Dermo Pharmacie & Parfums S.A.";"08187";"Sta Eulalia De Roncana";""
19161;"Schlangenberg Handelsgesellschaft Mbh";"8344";"Bad Gleichenberg";"Ringstr. 2"
